target_id,election_date,office,district,district_display,dem_candidate_id,dem_candidate_name,comparison_candidate_id,comparison_candidate_name,comparison_candidate_party,incumbent_status,PVI_N,pvi_year,redistricting_cycle,pvi_coverage,pvi_interpolated_share,pvi_provenance,ballot_timing,money_complete_60d,money_complete_14d,candidate_source,candidate_source_digest,candidate_data_as_of,pvi_source,pvi_source_digest,comparison_rule,comparison_review_status,dem_nominee_basis,dem_nominee_review_status,comparison_nominee_basis,comparison_nominee_review_status
4fb8ac744f4929106f85,2026-11-03,State Representative,Third Hampden,3rd Hampden,sec-436cbb7aa99a60be7e1f,Thomas D. Hendrickson,sec-eb5008c651a760c7b732,Nicholas A. Boldyga,Republican,GOP_Incumbent,-5.614496466112351,2024,2021,1,0,2024_precinct_rollup_exact_only,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
1f2f34f1049492ce8c81,2026-11-03,State Representative,Thirty-Fifth Middlesex,35th Middlesex,sec-4b494f8d4055e158a627,Paul J. Donato,sec-7a377f2bf3b331f86c96,James C. Seibel,Republican,Dem_Incumbent,20.743642438188324,2024,2021,1,0,2024_precinct_rollup_exact_only,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
69bd7a87a9a70c609d64,2026-11-03,State Representative,Thirty-First Middlesex,31st Middlesex,sec-c46e93db0bb2c1e8a818,Michael Seamus Day,sec-1bf259731445bc3e59f8,Stephen G. Ternullo,Republican,Dem_Incumbent,14.88095383836776,2024,2021,1,0,2024_precinct_rollup_exact_only,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
5925d2b7aa0dece5f4a8,2026-11-03,State Representative,Twelfth Plymouth,12th Plymouth,sec-f7ec646f3a8ceaaf9cab,Kathleen LaNatra,sec-ac995cb7e71e9e0804b2,Eric J. Meschino,Republican,Dem_Incumbent,2.048675776805742,2024,2021,1,0,2024_precinct_rollup_exact_only,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
fd66d4b4f61f04e9154c,2026-11-03,State Representative,Twelfth Worcester,12th Worcester,sec-6caee451bf3cd4bf6798,Meghan Kilcoyne,sec-d59ad5298a60b5ecaa6a,Lisa K. Mair,Republican,Dem_Incumbent,7.698377355392228,2024,2021,1,0,2024_precinct_rollup_exact_only,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
1d866a7a82de04b4e82a,2026-11-03,State Representative,Twentieth Middlesex,20th Middlesex,sec-22d2e21b43e5811cda31,Joseph Markey,sec-bc2a0e83c841035c424e,Trevor David Currier,Republican,No_Incumbent,4.31878782092453,2024,2021,1,0,2024_precinct_rollup_exact_only,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
109e36fbca1fe5c1d37c,2026-11-03,State Representative,Twenty-Second Middlesex,22nd Middlesex,sec-e5e6aeb61bf96529ccdd,Daniel Ronald Darris-O'Connor,sec-8f73c539e57b3c2256e4,Marc T. Lombardo,Republican,GOP_Incumbent,2.357880687193137,2024,2021,1,0.08983798420718,2024_precinct_rollup_with_interpolation,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
dedd55fd3818cc4ab964,2026-11-03,State Senate,First Bristol and Plymouth,1st Bristol and Plymouth,sec-f7f7e8c0d1dc0aa3746f,Michael J. Rodrigues,sec-06153b6bd9454aed5d41,Gabriel Boomer Amaral,Republican,Dem_Incumbent,-1.453258247202699,2024,2021,1,0.268208663823552,2024_precinct_rollup_with_interpolation,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,final_primary_nominee,confirmed_final_primary
673ee4afb4af88349f8f,2026-11-03,State Senate,First Middlesex,1st Middlesex,sec-2ee23eec1baeca00781a,Vanna Howard,sec-2bf4d1a3a0c2743f7adc,Sam Meas,Republican,Dem_Incumbent,7.264321657549033,2024,2021,0.982758620689655,0.408657300870403,2024_precinct_rollup_with_interpolation,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
c8a5a337721b8a2f5455,2026-11-03,State Senate,Middlesex and Worcester,Middlesex and Worcester,sec-3663be8a49eee1c98d00,James Bradley Eldridge,sec-51351c5238326f9a7a48,Joseph Timothy Shea,Republican,Dem_Incumbent,21.465937434591666,2024,2021,1,0.095122471579076,2024_precinct_rollup_with_interpolation,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
ed115fe2e2fa5e14c447,2026-11-03,State Senate,Plymouth and Barnstable,Plymouth and Barnstable,sec-890b9d3e7b1d2fbc5d98,Dylan A. Fernandes,sec-d76305227ae0877ff23e,Kari Della MacRae,Republican,Dem_Incumbent,6.098873915874359,2024,2021,1,0,2024_precinct_rollup_exact_only,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
cb3e41e75feb8da26c55,2026-11-03,State Senate,Second Bristol and Plymouth,2nd Bristol and Plymouth,sec-feb2462fdf741fc9e402,Mark C.W. Montigny,sec-e3153cb13119e7f30a4e,Robert Scott McConnell,Republican,Dem_Incumbent,3.935097213506156,2024,2021,1,0.032852966672429,2024_precinct_rollup_with_interpolation,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
b3bfd8e4226df232228e,2026-11-03,State Senate,Second Essex and Middlesex,2nd Essex and Middlesex,sec-be4e0df88996ff3c931d,Barry R. Finegold,sec-a27ae594d105abb365a5,Theodore T. Semesnyei,Republican,Dem_Incumbent,8.130058562708086,2024,2021,1,0.067412968545668,2024_precinct_rollup_with_interpolation,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
d670b703f625daeb217d,2026-11-03,State Senate,Worcester & Hampshire,Worcester & Hampshire,sec-2d43e90784a1123f91cc,Shannon M. Teabo,sec-edbe7184cfdee6bf93f2,Peter J. Durant,Republican,GOP_Incumbent,1.03438558053871,2024,2021,1,0.092258279027175,2024_precinct_rollup_with_interpolation,midterm_gop_pres,True,False,ma-election-db 2026 primary candidate roster and final electionstats.state.ma.us primary results,sha256:6bd2af918345bb0e0a71a06e5b3c24a6266d183a1f3534b320c61de88ca8a4f5,2026-09-14T18:15:38Z,"2024 precinct PVI, 2021 precinct-district map, and national baseline",sha256:9f6c5da0acc806f58d72b10278502c3ccb704eccb67a1db2235c4e6702ea8159,republican_nominee_from_2026_primary,not_required_one_republican_nominee,uncontested_primary,not_required_uncontested_primary,uncontested_primary,not_required_uncontested_primary
