target_id,election_date,election_year,office,district,district_display,is_special,role,candidate_id,candidate,cpf_id,filer_name,match_rule,filers_considered,roster_source,roster_error,horizon,window_start,cutoff,available,receipts_cache_identity,receipts,receipts_items,expenditures_cache_identity,expenditures,expenditures_items,race_complete
4fb8ac744f4929106f85,2026-11-03,2026,State Representative,Third Hampden,3rd Hampden,False,opp,sec-eb5008c651a760c7b732,Nicholas A. Boldyga,14831,"Boldyga, Nick",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__c51dabc29537d5430025.json,38034.2,31,cache/ocpf/search_items__528fe893cf23cc4f1864.json,13113.51,72,True
1f2f34f1049492ce8c81,2026-11-03,2026,State Representative,Thirty-Fifth Middlesex,35th Middlesex,False,dem,sec-4b494f8d4055e158a627,Paul J. Donato,13651,"Donato, Paul J.",surname,4,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__83ac0755e47af36d9502.json,56754.58,290,cache/ocpf/search_items__c02e14c9a07470e2b5a9.json,40651.57,144,True
1f2f34f1049492ce8c81,2026-11-03,2026,State Representative,Thirty-Fifth Middlesex,35th Middlesex,False,opp,sec-7a377f2bf3b331f86c96,James C. Seibel,19829,"Seibel, James",surname,4,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__114187d401628e52f399.json,250.0,2,cache/ocpf/search_items__3e8f8d2852ac42bf0332.json,16.08,1,True
69bd7a87a9a70c609d64,2026-11-03,2026,State Representative,Thirty-First Middlesex,31st Middlesex,False,dem,sec-c46e93db0bb2c1e8a818,Michael Seamus Day,14975,"Day, Michael",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__430d7b57696ccda24234.json,72787.74,310,cache/ocpf/search_items__34bd8b2765126320d471.json,55134.56,314,True
69bd7a87a9a70c609d64,2026-11-03,2026,State Representative,Thirty-First Middlesex,31st Middlesex,False,opp,sec-1bf259731445bc3e59f8,Stephen G. Ternullo,19366,"Ternullo, Stephen",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__5fee647b2d60cc87d6df.json,30228.78,176,cache/ocpf/search_items__8541672ccbe6f1332db0.json,21520.5,161,True
5925d2b7aa0dece5f4a8,2026-11-03,2026,State Representative,Twelfth Plymouth,12th Plymouth,False,dem,sec-f7ec646f3a8ceaaf9cab,Kathleen LaNatra,17016,"LaNatra, Kathleen",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__4baba11ae5210a83dcb1.json,39549.18,239,cache/ocpf/search_items__d6244aa890f5b1a26f06.json,36663.02,167,True
5925d2b7aa0dece5f4a8,2026-11-03,2026,State Representative,Twelfth Plymouth,12th Plymouth,False,opp,sec-ac995cb7e71e9e0804b2,Eric J. Meschino,18031,"Meschino, Eric",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__2639d30575546b791761.json,2172.61,22,cache/ocpf/search_items__a5882d7f1c82b06e4f61.json,1241.64,19,True
fd66d4b4f61f04e9154c,2026-11-03,2026,State Representative,Twelfth Worcester,12th Worcester,False,dem,sec-6caee451bf3cd4bf6798,Meghan Kilcoyne,17488,"Kilcoyne, Meghan",surname,4,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__a075a6ebc158f8994a8b.json,44525.0,248,cache/ocpf/search_items__d6ba7ca0579ed3852e91.json,37179.86,142,True
fd66d4b4f61f04e9154c,2026-11-03,2026,State Representative,Twelfth Worcester,12th Worcester,False,opp,sec-d59ad5298a60b5ecaa6a,Lisa K. Mair,18097,"Mair, Lisa",surname,4,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__da63361c8de92d1cd8bf.json,11458.87,73,cache/ocpf/search_items__e23405a0109566fc9d81.json,8210.58,74,True
1d866a7a82de04b4e82a,2026-11-03,2026,State Representative,Twentieth Middlesex,20th Middlesex,False,dem,sec-22d2e21b43e5811cda31,Joseph Markey,19754,"Markey, Joseph",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__74e97cd51f339c6e45bc.json,68420.36,202,cache/ocpf/search_items__6e0776b4c8de3c4795bf.json,15347.48,37,True
1d866a7a82de04b4e82a,2026-11-03,2026,State Representative,Twentieth Middlesex,20th Middlesex,False,opp,sec-bc2a0e83c841035c424e,Trevor David Currier,19784,"Currier, Trevor",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__28fd3b04e521c2a1234c.json,34396.44,196,cache/ocpf/search_items__dd2f3edc12f326eb1a84.json,11688.86,58,True
109e36fbca1fe5c1d37c,2026-11-03,2026,State Representative,Twenty-Second Middlesex,22nd Middlesex,False,dem,sec-e5e6aeb61bf96529ccdd,Daniel Ronald Darris-O'Connor,19729,"Darris-O'Connor, Daniel",multiword-surname,2,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__1ea546073e9edf2025a8.json,13580.17,163,cache/ocpf/search_items__97e74a9baa37ea37a4f0.json,12077.47,78,True
109e36fbca1fe5c1d37c,2026-11-03,2026,State Representative,Twenty-Second Middlesex,22nd Middlesex,False,opp,sec-8f73c539e57b3c2256e4,Marc T. Lombardo,14232,"Lombardo, Marc",surname,2,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__78ba57a02929f1e903c5.json,38920.0,195,cache/ocpf/search_items__6f6a441f629c5046d041.json,25804.73,143,True
dedd55fd3818cc4ab964,2026-11-03,2026,State Senate,First Bristol and Plymouth,1st Bristol and Plymouth,False,dem,sec-f7f7e8c0d1dc0aa3746f,Michael J. Rodrigues,12978,"Rodrigues, Michael J.",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__b3ee39e0ffe90b2523d1.json,329838.208,1213,cache/ocpf/search_items__1559f5b763b1691fd160.json,257020.96,524,True
dedd55fd3818cc4ab964,2026-11-03,2026,State Senate,First Bristol and Plymouth,1st Bristol and Plymouth,False,opp,sec-06153b6bd9454aed5d41,Gabriel Boomer Amaral,17839,"Amaral, Gabriel",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__2290f8d3832cdae60eff.json,24277.94,112,cache/ocpf/search_items__e6a4bf44d96279bbb5f5.json,26057.87,23,True
673ee4afb4af88349f8f,2026-11-03,2026,State Senate,First Middlesex,1st Middlesex,False,dem,sec-2ee23eec1baeca00781a,Vanna Howard,17499,"Howard, Vanna",surname,6,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__96449b5cbe3149ea7bd3.json,132779.44,869,cache/ocpf/search_items__45b120fad276cc9a6da3.json,185231.54,171,True
673ee4afb4af88349f8f,2026-11-03,2026,State Senate,First Middlesex,1st Middlesex,False,opp,sec-2bf4d1a3a0c2743f7adc,Sam Meas,15519,"Meas, Sam",surname,6,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__5ffd3e73568984de1e87.json,29357.8,127,cache/ocpf/search_items__7c52da6c8d263fd079e9.json,27201.95,153,True
c8a5a337721b8a2f5455,2026-11-03,2026,State Senate,Middlesex and Worcester,Middlesex and Worcester,False,dem,sec-3663be8a49eee1c98d00,James Bradley Eldridge,13811,"Eldridge, James",surname,2,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__b2d28a3846c9db276ae8.json,186272.21,1048,cache/ocpf/search_items__5a355e34dcb5609ed61e.json,132021.46,327,True
c8a5a337721b8a2f5455,2026-11-03,2026,State Senate,Middlesex and Worcester,Middlesex and Worcester,False,opp,sec-51351c5238326f9a7a48,Joseph Timothy Shea,19207,"Shea, J. Timothy",surname,2,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__a31460f190bbac9604fd.json,2184.35,19,cache/ocpf/search_items__3e2a5f4f0c1a6d2ffd32.json,776.18,16,True
ed115fe2e2fa5e14c447,2026-11-03,2026,State Senate,Plymouth and Barnstable,Plymouth and Barnstable,False,dem,sec-890b9d3e7b1d2fbc5d98,Dylan A. Fernandes,16407,"Fernandes, Dylan",surname,2,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__f42ca22618347610f723.json,202212.13,1015,cache/ocpf/search_items__bd9076a5e00971095cc6.json,50618.08,363,True
ed115fe2e2fa5e14c447,2026-11-03,2026,State Senate,Plymouth and Barnstable,Plymouth and Barnstable,False,opp,sec-d76305227ae0877ff23e,Kari Della MacRae,17889,"MacRae, Kari",surname,2,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__f661f3306baabd1556f8.json,17935.27,130,cache/ocpf/search_items__d77e5a74db88ed40ca50.json,21749.09,241,True
cb3e41e75feb8da26c55,2026-11-03,2026,State Senate,Second Bristol and Plymouth,2nd Bristol and Plymouth,False,dem,sec-feb2462fdf741fc9e402,Mark C.W. Montigny,12314,"Montigny, Mark",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__8ff2da90c2e0effa93f5.json,5837.92,29,cache/ocpf/search_items__11eb6f332e092597e4b2.json,59375.2,400,True
cb3e41e75feb8da26c55,2026-11-03,2026,State Senate,Second Bristol and Plymouth,2nd Bristol and Plymouth,False,opp,sec-e3153cb13119e7f30a4e,Robert Scott McConnell,18072,"McConnell, Robert",surname,3,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__34c942521f8d2c773fb9.json,4799.73,38,cache/ocpf/search_items__b43619f4fb1b0d8d0891.json,875.56,12,True
b3bfd8e4226df232228e,2026-11-03,2026,State Senate,Second Essex and Middlesex,2nd Essex and Middlesex,False,dem,sec-be4e0df88996ff3c931d,Barry R. Finegold,13045,"Finegold, Barry R.",surname,2,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__58fa6f6dd56d086cd6d9.json,360833.08,568,cache/ocpf/search_items__9992de520260fc5bc4d6.json,87612.69,194,True
b3bfd8e4226df232228e,2026-11-03,2026,State Senate,Second Essex and Middlesex,2nd Essex and Middlesex,False,opp,sec-a27ae594d105abb365a5,Theodore T. Semesnyei,17269,"Semesnyei, Theodore",surname,2,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__0442e535b53171ef9c37.json,9938.91,62,cache/ocpf/search_items__ef95fd2dd56e8f6eb3dc.json,5219.2,65,True
d670b703f625daeb217d,2026-11-03,2026,State Senate,Worcester & Hampshire,Worcester & Hampshire,False,dem,sec-2d43e90784a1123f91cc,Shannon M. Teabo,19633,"Teabo, Shannon",surname,4,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__8ce1627db051ff3b8c06.json,28603.5,355,cache/ocpf/search_items__2881b1691d4b42ae6c06.json,18837.88,254,True
d670b703f625daeb217d,2026-11-03,2026,State Senate,Worcester & Hampshire,Worcester & Hampshire,False,opp,sec-edbe7184cfdee6bf93f2,Peter J. Durant,15011,"Durant, Peter J.",surname,4,legislative-feed,,60d,2025-09-04,2026-09-04,True,cache/ocpf/search_items__d4bdbb2b7d3d002b8e75.json,47204.0,327,cache/ocpf/search_items__3c6569e62e6081dc0825.json,23910.07,115,True
