variant,parameter,mean,sd,eti89_lb,eti89_ub,fold,definition,component,fold_schedule
baseline_spend_both,Intercept,9.309404,7.254486,-2.242928,20.942039,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,PVI_N,1.364508,0.074933,1.245824,1.483248,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_dem,9.501058,1.465568,7.182022,11.888654,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_gop,-17.503508,2.089514,-20.823725,-14.170628,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,pres_elec,7.504945,1.383807,5.289802,9.735557,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_dem_primary,2.940126,0.621802,1.950773,3.933497,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_opp_primary,-4.014912,0.351143,-4.567784,-3.447862,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,sigma,12.923126,0.445774,12.22872,13.649585,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,Intercept,10.461647,7.395047,-1.412648,22.166494,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,PVI_N,1.35995,0.075276,1.238118,1.481229,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_dem,9.264497,1.498513,6.848366,11.627576,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_gop,-17.64786,2.146785,-21.114569,-14.204517,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,pres_elec,7.420733,1.378336,5.226099,9.632541,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_dem_primary,2.921683,0.623516,1.92097,3.927217,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_opp_primary,-4.090334,0.354439,-4.65002,-3.51555,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,sigma,12.928685,0.446928,12.238745,13.667838,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,Intercept,9.783126,7.4921,-2.065252,21.65599,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,PVI_N,1.355988,0.073795,1.236866,1.473062,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_dem,8.999311,1.492134,6.612001,11.398213,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_gop,-17.904664,2.120251,-21.278206,-14.504003,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,pres_elec,7.399942,1.359849,5.208092,9.579938,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_dem_primary,3.004275,0.635115,1.980899,3.998533,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_opp_primary,-4.076037,0.348003,-4.62588,-3.527392,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,sigma,12.980744,0.448966,12.288564,13.715631,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,Intercept,10.416831,7.52022,-1.610409,22.468935,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,PVI_N,1.358197,0.076523,1.236271,1.481659,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_dem,8.711012,1.476364,6.35134,11.076152,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_gop,-18.206984,2.111178,-21.544494,-14.841781,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,pres_elec,7.307298,1.370954,5.088232,9.502497,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_dem_primary,2.967376,0.636386,1.95683,3.985879,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_opp_primary,-4.070589,0.353579,-4.638593,-3.508886,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,sigma,12.63654,0.418667,11.988092,13.324781,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,Intercept,9.118455,6.781144,-1.681598,19.964355,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,PVI_N,1.362911,0.071734,1.24944,1.478539,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_dem,8.823676,1.391378,6.570124,11.074154,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_gop,-17.870418,1.928977,-20.895505,-14.775971,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,pres_elec,7.495313,1.215133,5.583467,9.492672,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_dem_primary,3.015815,0.575396,2.107401,3.92977,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_opp_primary,-3.999941,0.330964,-4.525253,-3.465789,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,sigma,12.689866,0.410599,12.053506,13.356281,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,Intercept,8.864087,6.816471,-2.049458,19.812668,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,PVI_N,1.366646,0.070442,1.253126,1.478764,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_dem,8.583692,1.388242,6.36201,10.788861,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_gop,-17.983907,1.941469,-21.155149,-14.943418,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,pres_elec,7.446911,1.22385,5.463391,9.425632,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_dem_primary,3.08195,0.577467,2.163059,4.007665,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_opp_primary,-4.023428,0.325113,-4.543356,-3.507402,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,sigma,12.687799,0.41254,12.043376,13.365503,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,Intercept,8.584567,6.76973,-2.1514,19.522492,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,PVI_N,1.363523,0.070214,1.251973,1.475158,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_dem,8.655957,1.396611,6.391829,10.894752,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_gop,-17.930523,1.926024,-21.004238,-14.830349,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,pres_elec,7.456304,1.237649,5.476744,9.361818,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_dem_primary,3.100294,0.581911,2.170322,4.044876,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_opp_primary,-4.020338,0.32971,-4.550997,-3.493494,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,sigma,12.372774,0.378954,11.784789,12.99378,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,Intercept,8.734523,5.93157,-0.728827,18.354276,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,PVI_N,1.414743,0.065815,1.30943,1.519057,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_dem,8.119386,1.276497,6.076401,10.167999,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,incumbent_gop,-18.228628,1.759581,-21.004856,-15.407108,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,pres_elec,7.259187,1.153625,5.42673,9.110285,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_dem_primary,2.861945,0.489461,2.069621,3.623104,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_both,spend_log_opp_primary,-3.747881,0.298301,-4.219415,-3.269287,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.71261,0.650041,11.718143,13.804117,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-6.799887,2.113927,-10.181899,-3.483155,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.606801,0.114215,1.423933,1.787297,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,8.539195,2.128237,5.129267,11.896202,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-19.504386,3.715882,-25.363727,-13.496903,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,13.956739,1.978472,10.773746,17.097389,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.014509,0.327961,1.491427,2.541269,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.741626,0.651572,11.736735,13.815049,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-6.367206,2.076336,-9.712933,-3.03481,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.601257,0.116042,1.415976,1.784452,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,8.213184,2.055833,4.94674,11.528293,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-19.924539,3.672938,-25.793384,-14.080927,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,13.841005,1.946918,10.736161,16.940097,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.00917,0.326897,1.481997,2.536348,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.575991,0.533585,11.761912,13.454265,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-6.515522,1.691817,-9.18336,-3.854063,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.614688,0.088906,1.471668,1.758114,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,11.190368,1.76266,8.408225,13.994517,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.248774,2.898898,-21.931425,-12.675716,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,11.319279,1.74871,8.44962,14.073515,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.099012,0.278223,1.650076,2.552939,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.700685,0.537312,11.885993,13.596402,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-6.251414,1.675717,-8.919244,-3.61067,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.614659,0.091425,1.469612,1.761257,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,10.673718,1.752501,7.866091,13.474897,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.377867,2.93314,-22.066569,-12.653237,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,11.217547,1.758003,8.402027,14.021882,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.218475,0.275811,1.788903,2.663364,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.716028,0.524662,11.901572,13.576444,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-6.014193,1.689034,-8.723302,-3.348609,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.615276,0.091457,1.468555,1.761553,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,10.485314,1.754328,7.719016,13.29993,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.604015,2.963766,-22.325601,-12.919942,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,11.179819,1.788232,8.348493,13.98982,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.196953,0.270209,1.764118,2.636363,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.697581,0.528478,11.884167,13.573319,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-5.917513,1.659436,-8.576904,-3.273622,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.613925,0.089256,1.471293,1.753097,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,10.392795,1.715428,7.635459,13.130005,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.736219,2.925329,-22.435475,-13.075202,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,11.192245,1.763763,8.379101,13.996974,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.199956,0.271352,1.772405,2.642763,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.681828,0.521792,11.878988,13.544614,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-5.807848,1.654711,-8.409306,-3.179173,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.612649,0.089236,1.469647,1.754618,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,10.321196,1.704526,7.577972,13.094452,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.746776,2.958589,-22.393198,-12.996556,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,11.11201,1.778239,8.254655,13.941814,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.194405,0.268861,1.762098,2.621624,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.556782,0.4877,11.804762,13.357512,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-5.097644,1.529163,-7.55304,-2.685242,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.47673,0.07825,1.353232,1.601097,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,10.814365,1.59899,8.237735,13.362885,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-18.756025,2.486301,-22.744209,-14.805965,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,11.077654,1.45976,8.744055,13.398172,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.336999,0.255093,1.94058,2.749007,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.881272,0.50173,12.099498,13.69329,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-4.56752,1.569931,-7.12679,-2.106154,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.474848,0.081505,1.346078,1.601969,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,10.147233,1.62286,7.539641,12.775038,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-19.059897,2.534409,-23.145458,-15.069763,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,10.916828,1.485752,8.523835,13.305832,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.425863,0.259985,2.006416,2.842426,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.858716,0.482968,12.104207,13.650707,2017-11-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-4.528451,1.534234,-6.983771,-2.066309,2017-11-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.472825,0.08021,1.346201,1.602145,2017-11-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,10.144707,1.582653,7.568692,12.641259,2017-11-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-19.074739,2.493987,-23.056806,-15.215415,2017-11-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,10.89062,1.485053,8.532153,13.254572,2017-11-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.424992,0.26027,2.00935,2.842581,2017-11-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.953975,0.491498,12.200383,13.764296,2017-12-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-4.228079,1.574592,-6.776973,-1.77716,2017-12-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.496237,0.081174,1.366986,1.624085,2017-12-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,9.81508,1.632097,7.19285,12.413326,2017-12-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-19.485635,2.475406,-23.391119,-15.490395,2017-12-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,10.817701,1.475363,8.485784,13.15686,2017-12-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.345757,0.26293,1.921972,2.765267,2017-12-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.929351,0.498015,12.150575,13.74912,2018-04-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-4.296429,1.531535,-6.757052,-1.843786,2018-04-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.497819,0.079856,1.370137,1.626362,2018-04-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,9.893441,1.616345,7.338211,12.435467,2018-04-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-19.344213,2.551201,-23.469002,-15.265524,2018-04-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,10.78864,1.49502,8.44435,13.173196,2018-04-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.342327,0.258039,1.926867,2.752667,2018-04-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,12.92415,0.496016,12.144087,13.744139,2018-11-06,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-4.23609,1.532439,-6.686624,-1.776193,2018-11-06,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.495785,0.081406,1.366424,1.626117,2018-11-06,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,9.857976,1.644346,7.207781,12.488395,2018-11-06,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-19.441238,2.541177,-23.552449,-15.333976,2018-11-06,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,10.806524,1.453297,8.479922,13.142122,2018-11-06,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.341864,0.261156,1.925647,2.760014,2018-11-06,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,13.326278,0.465372,12.609387,14.078164,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-1.5913,1.45688,-3.886695,0.724924,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.433277,0.076283,1.309237,1.553358,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,9.715613,1.53138,7.252053,12.165291,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.199262,2.168569,-20.678413,-13.741885,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,7.856962,1.436676,5.544879,10.167787,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.579541,0.252935,2.17891,2.986587,2020-03-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,13.370485,0.461409,12.662319,14.131012,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-1.436746,1.5031,-3.827576,0.932181,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.428518,0.077146,1.305217,1.552879,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,9.456809,1.554991,6.966097,11.89841,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.264026,2.205023,-20.822574,-13.727574,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,7.833225,1.435859,5.515668,10.142263,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.642178,0.246649,2.251701,3.035729,2020-05-19,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,13.373288,0.465387,12.64796,14.132373,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-1.154005,1.436312,-3.457719,1.113213,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.424688,0.076343,1.302328,1.546189,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,9.262267,1.532134,6.81123,11.687139,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.534329,2.142449,-20.921089,-14.169799,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,7.748431,1.445967,5.457494,10.069189,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.638636,0.249476,2.237227,3.037491,2020-06-02,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,13.431166,0.46685,12.70017,14.189515,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-0.809074,1.478492,-3.155715,1.518058,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.426619,0.077552,1.301247,1.549085,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,8.923548,1.557536,6.453395,11.402836,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.850277,2.212713,-21.459875,-14.386216,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,7.671377,1.436854,5.371951,9.922066,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.630032,0.251803,2.23507,3.033912,2020-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,13.025217,0.4216,12.371186,13.704675,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-1.031054,1.330646,-3.175248,1.087525,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.431841,0.071553,1.317321,1.5446,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,9.146481,1.413577,6.904217,11.415841,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.457558,1.919622,-20.542209,-14.40437,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,7.6767,1.235212,5.728198,9.666049,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.642192,0.234111,2.268658,3.021228,2021-03-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,13.104374,0.428556,12.431187,13.810338,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-0.832211,1.362262,-3.010304,1.392425,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,PVI_N,1.433858,0.071683,1.321617,1.548801,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_dem,8.901585,1.423786,6.649048,11.184129,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,incumbent_gop,-17.609367,1.969635,-20.728926,-14.45311,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,pres_elec,7.615935,1.259778,5.611056,9.633272,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,spend_logratio_wide,2.661247,0.236938,2.282511,3.042962,2021-11-30,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,sigma,13.093698,0.424025,12.436449,13.791443,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_spend_logratio_wide,Intercept,-0.887732,1.368529,-3.088687,1.287727,2022-11-08,two_party_or_strongest,,election_date>=2014-01-01
