variant,parameter,mean,sd,eti89_lb,eti89_ub,fold,definition,component,fold_schedule
baseline_national_env,Intercept,3.936092,1.582924,1.364801,6.419887,2020-11-03,current,,election_date>=2014-01-01
baseline_national_env,PVI_N,1.666073,0.077994,1.544121,1.790933,2020-11-03,current,,election_date>=2014-01-01
baseline_national_env,incumbent_dem,11.321756,1.642508,8.665882,14.000065,2020-11-03,current,,election_date>=2014-01-01
baseline_national_env,incumbent_gop,-25.549919,2.31772,-29.294786,-21.947508,2020-11-03,current,,election_date>=2014-01-01
baseline_national_env,pres_elec,4.418939,1.60265,1.892587,7.003811,2020-11-03,current,,election_date>=2014-01-01
baseline_national_env,national_env,6.764606,0.981161,5.198067,8.322872,2020-11-03,current,,election_date>=2014-01-01
baseline_national_env,sigma,14.323496,0.456537,13.608971,15.072036,2021-03-30,current,,election_date>=2014-01-01
baseline_national_env,Intercept,3.844743,1.501172,1.408641,6.198458,2021-03-30,current,,election_date>=2014-01-01
baseline_national_env,PVI_N,1.661456,0.072577,1.544877,1.778108,2021-03-30,current,,election_date>=2014-01-01
baseline_national_env,incumbent_dem,11.267907,1.524146,8.832246,13.694625,2021-03-30,current,,election_date>=2014-01-01
baseline_national_env,incumbent_gop,-24.769152,2.042433,-28.06357,-21.432059,2021-03-30,current,,election_date>=2014-01-01
baseline_national_env,pres_elec,4.619868,1.405229,2.371364,6.848577,2021-03-30,current,,election_date>=2014-01-01
baseline_national_env,national_env,6.653605,0.963099,5.135258,8.165483,2021-03-30,current,,election_date>=2014-01-01
baseline_national_env,sigma,14.386111,0.466772,13.653189,15.139913,2021-11-30,current,,election_date>=2014-01-01
baseline_national_env,Intercept,4.043043,1.506983,1.613942,6.430105,2021-11-30,current,,election_date>=2014-01-01
baseline_national_env,PVI_N,1.665846,0.072943,1.550023,1.783388,2021-11-30,current,,election_date>=2014-01-01
baseline_national_env,incumbent_dem,10.993225,1.56156,8.517381,13.492732,2021-11-30,current,,election_date>=2014-01-01
baseline_national_env,incumbent_gop,-24.944761,2.108552,-28.331218,-21.56342,2021-11-30,current,,election_date>=2014-01-01
baseline_national_env,pres_elec,4.587721,1.462673,2.256911,6.933053,2021-11-30,current,,election_date>=2014-01-01
baseline_national_env,national_env,6.57177,0.936026,5.082494,8.084661,2021-11-30,current,,election_date>=2014-01-01
baseline_national_env,sigma,14.368917,0.463618,13.647373,15.136894,2022-11-08,current,,election_date>=2014-01-01
baseline_national_env,Intercept,4.007212,1.505953,1.620317,6.421254,2022-11-08,current,,election_date>=2014-01-01
baseline_national_env,PVI_N,1.664072,0.074257,1.545726,1.783746,2022-11-08,current,,election_date>=2014-01-01
baseline_national_env,incumbent_dem,11.069425,1.559677,8.590119,13.562921,2022-11-08,current,,election_date>=2014-01-01
baseline_national_env,incumbent_gop,-24.904219,2.068161,-28.141153,-21.605188,2022-11-08,current,,election_date>=2014-01-01
baseline_national_env,pres_elec,4.569429,1.430962,2.273973,6.888937,2022-11-08,current,,election_date>=2014-01-01
baseline_national_env,national_env,6.593717,0.926938,5.116779,8.069234,2022-11-08,current,,election_date>=2014-01-01
baseline_national_env,sigma,14.301708,0.427245,13.643339,14.994109,2023-11-07,current,,election_date>=2014-01-01
baseline_national_env,Intercept,4.601392,1.427523,2.32334,6.908191,2023-11-07,current,,election_date>=2014-01-01
baseline_national_env,PVI_N,1.692389,0.068752,1.581129,1.803228,2023-11-07,current,,election_date>=2014-01-01
baseline_national_env,incumbent_dem,10.493821,1.421021,8.219851,12.756363,2023-11-07,current,,election_date>=2014-01-01
baseline_national_env,incumbent_gop,-24.742054,1.920196,-27.797931,-21.670617,2023-11-07,current,,election_date>=2014-01-01
baseline_national_env,pres_elec,4.044439,1.422665,1.765317,6.3319,2023-11-07,current,,election_date>=2014-01-01
baseline_national_env,national_env,6.016094,0.919873,4.550555,7.492842,2023-11-07,current,,election_date>=2014-01-01
baseline_national_env,sigma,14.286495,0.415481,13.63942,14.970371,2024-11-05,current,,election_date>=2014-01-01
baseline_national_env,Intercept,4.517482,1.411829,2.293897,6.813392,2024-11-05,current,,election_date>=2014-01-01
baseline_national_env,PVI_N,1.695005,0.06945,1.58376,1.805086,2024-11-05,current,,election_date>=2014-01-01
baseline_national_env,incumbent_dem,10.552595,1.398103,8.338347,12.81389,2024-11-05,current,,election_date>=2014-01-01
baseline_national_env,incumbent_gop,-24.6585,1.892282,-27.682558,-21.627868,2024-11-05,current,,election_date>=2014-01-01
baseline_national_env,pres_elec,4.060325,1.407964,1.831123,6.291253,2024-11-05,current,,election_date>=2014-01-01
baseline_national_env,national_env,6.027246,0.899466,4.592958,7.461411,2024-11-05,current,,election_date>=2014-01-01
baseline_money_share,sigma,11.57691,0.603988,10.634359,12.581317,2014-04-01,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-30.69854,3.315925,-35.969292,-25.34657,2014-04-01,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.415645,0.107524,1.241917,1.586944,2014-04-01,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,4.801054,2.022339,1.595778,8.004136,2014-04-01,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-13.437975,3.408015,-18.926705,-8.061539,2014-04-01,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,13.898125,1.770349,11.094042,16.742026,2014-04-01,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.999269,4.960868,37.208761,52.885513,2014-04-01,current,,election_date>=2014-01-01
baseline_money_share,sigma,11.644018,0.595888,10.710058,12.636783,2014-11-04,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-29.98501,3.325245,-35.211594,-24.677966,2014-11-04,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.408541,0.10688,1.235953,1.578372,2014-11-04,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,4.449003,1.946584,1.366694,7.574141,2014-11-04,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-13.891191,3.486832,-19.452713,-8.298687,2014-11-04,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,13.790968,1.804968,10.908531,16.670448,2014-11-04,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.627698,4.873745,36.73922,52.374065,2014-11-04,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.026528,0.50216,11.252386,12.853112,2015-03-31,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-27.720909,2.637129,-31.900568,-23.50778,2015-03-31,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.382533,0.084502,1.248497,1.516755,2015-03-31,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,7.9268,1.702765,5.173731,10.665301,2015-03-31,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-12.316362,2.777517,-16.76929,-7.848441,2015-03-31,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,10.815861,1.65174,8.132085,13.439619,2015-03-31,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,42.325835,3.87544,36.134459,48.5157,2015-03-31,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.210751,0.524591,11.404674,13.074934,2015-11-03,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-27.846837,2.68003,-32.04714,-23.573385,2015-11-03,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.387304,0.086559,1.24888,1.523901,2015-11-03,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,7.212354,1.719213,4.418726,9.919294,2015-11-03,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-12.496027,2.927665,-17.219538,-7.773592,2015-11-03,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,10.649888,1.716752,7.864616,13.382904,2015-11-03,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,43.439571,3.91135,37.251714,49.719062,2015-11-03,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.278943,0.524696,11.470763,13.14519,2016-03-01,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-27.146875,2.648262,-31.357213,-22.892621,2016-03-01,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.388998,0.088549,1.248524,1.5303,2016-03-01,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,7.067107,1.696718,4.38937,9.798907,2016-03-01,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-12.874471,2.882723,-17.527823,-8.277061,2016-03-01,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,10.54069,1.721277,7.769901,13.273138,2016-03-01,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,42.72365,3.872575,36.487252,48.859706,2016-03-01,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.230216,0.520929,11.424004,13.092336,2016-05-10,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-27.116808,2.630646,-31.372499,-22.914839,2016-05-10,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.388669,0.087275,1.248536,1.529439,2016-05-10,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.990516,1.706834,4.238554,9.699849,2016-05-10,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-12.999575,2.86078,-17.562955,-8.367492,2016-05-10,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,10.564327,1.690571,7.853108,13.216196,2016-05-10,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,42.79827,3.92622,36.54058,49.066076,2016-05-10,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.208697,0.503017,11.428852,13.046446,2016-11-08,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-26.911733,2.588993,-31.089706,-22.817851,2016-11-08,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.386173,0.088127,1.245969,1.528336,2016-11-08,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.881928,1.695983,4.161568,9.560416,2016-11-08,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-13.130941,2.850137,-17.659205,-8.629467,2016-11-08,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,10.571886,1.697161,7.851096,13.272702,2016-11-08,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,42.669548,3.852173,36.612694,48.991046,2016-11-08,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.014816,0.459776,11.319082,12.769836,2017-07-25,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-26.23203,2.392942,-30.101687,-22.398907,2017-07-25,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.270116,0.078609,1.144441,1.393676,2017-07-25,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,7.073872,1.587505,4.562661,9.60906,2017-07-25,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-14.34968,2.420816,-18.196184,-10.456696,2017-07-25,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,9.96998,1.366235,7.816349,12.174086,2017-07-25,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,43.172333,3.519253,37.564153,48.947742,2017-07-25,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.301131,0.483266,11.550227,13.11047,2017-10-17,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-26.490235,2.418617,-30.30641,-22.621806,2017-10-17,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.263859,0.077653,1.141353,1.388178,2017-10-17,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.377595,1.590502,3.835406,8.919029,2017-10-17,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-14.423008,2.383509,-18.228875,-10.623257,2017-10-17,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,9.806042,1.428472,7.531562,12.10811,2017-10-17,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.623162,3.60611,38.787465,50.421287,2017-10-17,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.280126,0.457238,11.580263,13.034636,2017-11-07,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-26.369804,2.437809,-30.269008,-22.478624,2017-11-07,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.262911,0.077741,1.138706,1.384833,2017-11-07,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.318946,1.614643,3.725057,8.899915,2017-11-07,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-14.559189,2.44899,-18.458778,-10.610308,2017-11-07,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,9.773351,1.424236,7.545561,12.065087,2017-11-07,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.559121,3.610496,38.770188,50.24652,2017-11-07,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.271841,0.460549,11.552364,13.023016,2017-12-05,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-26.394147,2.45725,-30.249952,-22.424217,2017-12-05,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.267863,0.078239,1.144537,1.392533,2017-12-05,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.185439,1.591274,3.667071,8.709739,2017-12-05,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-14.586573,2.501832,-18.587565,-10.592755,2017-12-05,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,9.738171,1.444783,7.403709,12.057968,2017-12-05,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.720973,3.671883,38.819207,50.612759,2017-12-05,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.255814,0.47596,11.526165,13.021729,2018-04-03,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-26.515054,2.429022,-30.402361,-22.643717,2018-04-03,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.269125,0.076736,1.146065,1.392395,2018-04-03,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.249459,1.563218,3.74833,8.765539,2018-04-03,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-14.459934,2.478927,-18.385234,-10.510646,2018-04-03,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,9.762375,1.401552,7.525872,11.981674,2018-04-03,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.759368,3.574885,38.959086,50.346588,2018-04-03,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.259855,0.468576,11.537754,13.040592,2018-11-06,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-26.295413,2.382072,-30.096048,-22.474672,2018-11-06,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.268834,0.076646,1.147214,1.393693,2018-11-06,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.204393,1.576211,3.683992,8.720152,2018-11-06,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-14.6058,2.404455,-18.41017,-10.796192,2018-11-06,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,9.710496,1.406416,7.491535,11.980665,2018-11-06,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.567693,3.541336,38.858559,50.226611,2018-11-06,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.795756,0.445904,12.096575,13.521139,2020-03-03,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-22.97452,2.236937,-26.522805,-19.404112,2020-03-03,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.208172,0.075982,1.086657,1.329448,2020-03-03,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.654014,1.529797,4.208563,9.11346,2020-03-03,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-13.974196,2.107217,-17.31883,-10.648137,2020-03-03,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,6.932541,1.381093,4.75881,9.143163,2020-03-03,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,43.896276,3.273968,38.622277,49.147749,2020-03-03,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.87402,0.440913,12.188525,13.603184,2020-05-19,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-23.063127,2.271572,-26.663039,-19.409604,2020-05-19,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.204412,0.07727,1.077667,1.327213,2020-05-19,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.342549,1.530915,3.883761,8.751764,2020-05-19,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-14.057622,2.126518,-17.423863,-10.583315,2020-05-19,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,6.82633,1.368211,4.635845,8.974438,2020-05-19,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.536983,3.272429,39.347742,49.807813,2020-05-19,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.858752,0.436265,12.192598,13.575876,2020-06-02,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-22.89203,2.245177,-26.425,-19.242766,2020-06-02,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.201811,0.076362,1.079748,1.323527,2020-06-02,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.167864,1.504668,3.790693,8.574788,2020-06-02,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-14.229595,2.104029,-17.599118,-10.915928,2020-06-02,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,6.790072,1.367751,4.592742,9.001319,2020-06-02,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.593986,3.244323,39.32913,49.765079,2020-06-02,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.888775,0.439845,12.213654,13.602841,2020-11-03,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-22.680263,2.284525,-26.302693,-18.989434,2020-11-03,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.200642,0.076004,1.079005,1.321557,2020-11-03,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,5.897562,1.531868,3.468542,8.348436,2020-11-03,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-14.457056,2.132215,-17.855375,-11.159649,2020-11-03,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,6.756062,1.380193,4.554007,8.935709,2020-11-03,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,44.70099,3.307449,39.46985,49.938149,2020-11-03,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.721975,0.416295,12.070221,13.417378,2021-03-30,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-20.772102,2.071596,-24.109435,-17.489107,2021-03-30,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.226199,0.072398,1.112574,1.341839,2021-03-30,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.371331,1.426329,4.056283,8.653608,2021-03-30,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-15.105141,1.93697,-18.142049,-11.978787,2021-03-30,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,6.792175,1.212388,4.816589,8.736171,2021-03-30,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,41.197657,2.984535,36.447328,46.073519,2021-03-30,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.722946,0.413915,12.082769,13.403738,2021-11-30,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-20.811373,2.072085,-24.110967,-17.554998,2021-11-30,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.226031,0.072513,1.109281,1.341728,2021-11-30,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.254195,1.382191,4.051516,8.463752,2021-11-30,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-15.142323,1.908099,-18.216574,-12.09783,2021-11-30,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,6.736326,1.244506,4.747432,8.706514,2021-11-30,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,41.445879,2.998998,36.667892,46.235806,2021-11-30,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.730189,0.407435,12.093498,13.385768,2022-11-08,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-20.851257,2.120154,-24.180589,-17.432626,2022-11-08,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.225697,0.072326,1.112176,1.340904,2022-11-08,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,6.348195,1.42217,4.066108,8.640519,2022-11-08,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-15.088806,1.960544,-18.275512,-11.996279,2022-11-08,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,6.778371,1.246934,4.796989,8.802648,2022-11-08,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,41.344189,3.042244,36.451805,46.094992,2022-11-08,current,,election_date>=2014-01-01
baseline_money_share,sigma,12.507544,0.379771,11.913286,13.131337,2024-11-05,current,,election_date>=2014-01-01
baseline_money_share,Intercept,-20.456653,1.928725,-23.513673,-17.367515,2024-11-05,current,,election_date>=2014-01-01
baseline_money_share,PVI_N,1.261669,0.067173,1.154964,1.368858,2024-11-05,current,,election_date>=2014-01-01
baseline_money_share,incumbent_dem,5.98818,1.292854,3.932083,8.074162,2024-11-05,current,,election_date>=2014-01-01
baseline_money_share,incumbent_gop,-15.699415,1.7602,-18.513666,-12.908234,2024-11-05,current,,election_date>=2014-01-01
baseline_money_share,pres_elec,7.043919,1.167882,5.153837,8.921897,2024-11-05,current,,election_date>=2014-01-01
baseline_money_share,money_share_primary,40.476318,2.726844,36.070062,44.789292,2024-11-05,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.279023,0.626657,11.315668,13.295453,2014-04-01,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-7.593628,2.000638,-10.737377,-4.406021,2014-04-01,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.547383,0.109049,1.370172,1.720335,2014-04-01,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,8.456345,1.985031,5.294387,11.621153,2014-04-01,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-16.837121,3.596729,-22.655965,-11.053585,2014-04-01,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,12.806447,1.918639,9.697238,15.903854,2014-04-01,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.058424,0.535135,3.203986,4.902746,2014-04-01,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.334288,0.630253,11.38253,13.401879,2014-11-04,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-6.920552,1.985213,-10.09497,-3.729133,2014-11-04,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.54023,0.10927,1.365359,1.715864,2014-11-04,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,7.950304,2.00285,4.711261,11.096458,2014-11-04,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-17.457334,3.520475,-23.043579,-11.806997,2014-11-04,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,12.662179,1.870042,9.635511,15.608903,2014-11-04,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.034772,0.534664,3.182476,4.897384,2014-11-04,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.714581,0.54419,11.870464,13.619888,2015-03-31,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-6.094917,1.701812,-8.798416,-3.351793,2015-03-31,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.506659,0.088104,1.367975,1.648348,2015-03-31,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,10.759832,1.757911,7.964598,13.597916,2015-03-31,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-16.806693,2.918958,-21.528784,-12.183708,2015-03-31,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.883599,1.751781,8.119101,13.690618,2015-03-31,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,3.497064,0.401142,2.851606,4.142189,2015-03-31,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.820797,0.540139,11.997692,13.712739,2015-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-5.843215,1.691996,-8.536059,-3.088682,2015-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.508737,0.09038,1.363688,1.652602,2015-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,10.245781,1.787297,7.41202,13.102286,2015-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-16.756386,2.917839,-21.363542,-11.978704,2015-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.725236,1.771854,7.943142,13.569776,2015-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,3.670888,0.4049,3.015645,4.304417,2015-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.82577,0.540534,11.988161,13.714906,2016-03-01,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-5.617726,1.679046,-8.279516,-2.937815,2016-03-01,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.509657,0.089522,1.36517,1.652168,2016-03-01,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,10.052956,1.718734,7.296687,12.804633,2016-03-01,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-17.03312,2.941315,-21.822949,-12.326794,2016-03-01,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.690979,1.770735,7.870587,13.559295,2016-03-01,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,3.64717,0.399554,3.005613,4.290458,2016-03-01,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.812794,0.547299,11.972607,13.701465,2016-05-10,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-5.52053,1.674939,-8.210799,-2.847677,2016-05-10,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.50716,0.091247,1.363832,1.653194,2016-05-10,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,9.956489,1.746069,7.133733,12.729401,2016-05-10,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-17.198974,2.900909,-21.892147,-12.574004,2016-05-10,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.69416,1.779614,7.838178,13.515538,2016-05-10,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,3.655999,0.398559,3.01677,4.283566,2016-05-10,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.789171,0.539461,11.942431,13.67797,2016-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-5.45214,1.638918,-8.100699,-2.813194,2016-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.505276,0.089276,1.361189,1.646985,2016-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,9.923731,1.73182,7.140094,12.691353,2016-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-17.172343,2.860544,-21.812349,-12.623204,2016-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.648284,1.764365,7.820587,13.500758,2016-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,3.657735,0.404721,3.0161,4.306279,2016-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.526078,0.478673,11.779932,13.311064,2017-07-25,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-4.650245,1.530773,-7.094267,-2.181907,2017-07-25,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.3828,0.077741,1.258564,1.506318,2017-07-25,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,10.1402,1.640554,7.523677,12.79491,2017-07-25,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-18.736458,2.464425,-22.622111,-14.785416,2017-07-25,current,,election_date>=2014-01-01
