definition,variant,bin,bin_lower,bin_upper,n_races,small_sample,mean_forecast,observed_frequency,fold_schedule
generals_only,baseline,0.5-0.6,0.5,0.6,12,False,0.545875,0.5,election_date>=2014-01-01
generals_only,baseline,0.6-0.7,0.6,0.7,25,False,0.659725,0.88,election_date>=2014-01-01
generals_only,baseline,0.7-0.8,0.7,0.8,30,False,0.7497,0.9,election_date>=2014-01-01
generals_only,baseline,0.8-0.9,0.8,0.9,45,False,0.852222,0.888889,election_date>=2014-01-01
generals_only,baseline,0.9-1.0,0.9,1.0,174,False,0.972958,0.994253,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.0-0.1,0.0,0.1,47,False,0.038577,0.021277,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.1-0.2,0.1,0.2,22,False,0.137119,0.090909,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.2-0.3,0.2,0.3,21,False,0.244655,0.285714,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.3-0.4,0.3,0.4,6,True,0.333208,0.333333,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.4-0.5,0.4,0.5,10,False,0.464675,0.5,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.5-0.6,0.5,0.6,11,False,0.553295,0.727273,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.6-0.7,0.6,0.7,24,False,0.661542,0.833333,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.7-0.8,0.7,0.8,37,False,0.749125,0.918919,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.8-0.9,0.8,0.9,39,False,0.856788,0.897436,election_date>=2014-01-01
generals_only,baseline_tenure_cap4,0.9-1.0,0.9,1.0,172,False,0.973714,0.988372,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.0-0.1,0.0,0.1,43,False,0.044172,0.023256,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.1-0.2,0.1,0.2,24,False,0.144974,0.041667,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.2-0.3,0.2,0.3,20,False,0.250156,0.25,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.3-0.4,0.3,0.4,9,True,0.335389,0.444444,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.4-0.5,0.4,0.5,6,True,0.434042,0.5,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.5-0.6,0.5,0.6,15,False,0.540475,0.6,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.6-0.7,0.6,0.7,26,False,0.663885,0.846154,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.7-0.8,0.7,0.8,27,False,0.752898,0.925926,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.8-0.9,0.8,0.9,48,False,0.850802,0.895833,election_date>=2014-01-01
generals_only,baseline_tenure_cap2,0.9-1.0,0.9,1.0,171,False,0.974156,0.994152,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.0-0.1,0.0,0.1,53,False,0.042514,0.037736,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.1-0.2,0.1,0.2,17,False,0.146721,0.0,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.2-0.3,0.2,0.3,22,False,0.248307,0.318182,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.3-0.4,0.3,0.4,5,True,0.349975,0.4,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.4-0.5,0.4,0.5,7,True,0.467089,0.571429,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.5-0.6,0.5,0.6,11,False,0.538943,0.636364,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.6-0.7,0.6,0.7,25,False,0.6626,0.84,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.7-0.8,0.7,0.8,36,False,0.74942,0.916667,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.8-0.9,0.8,0.9,43,False,0.854884,0.906977,election_date>=2014-01-01
generals_only,baseline_tenure_cap6,0.9-1.0,0.9,1.0,170,False,0.975109,0.988235,election_date>=2014-01-01
no_dem_excluded,baseline,0.0-0.1,0.0,0.1,38,False,0.042727,0.026316,election_date>=2014-01-01
no_dem_excluded,baseline,0.1-0.2,0.1,0.2,32,False,0.144504,0.03125,election_date>=2014-01-01
no_dem_excluded,baseline,0.2-0.3,0.2,0.3,18,False,0.25934,0.277778,election_date>=2014-01-01
no_dem_excluded,baseline,0.3-0.4,0.3,0.4,9,True,0.346125,0.333333,election_date>=2014-01-01
no_dem_excluded,baseline,0.4-0.5,0.4,0.5,11,False,0.451364,0.454545,election_date>=2014-01-01
no_dem_excluded,baseline,0.5-0.6,0.5,0.6,16,False,0.549625,0.6875,election_date>=2014-01-01
no_dem_excluded,baseline,0.6-0.7,0.6,0.7,26,False,0.670212,0.846154,election_date>=2014-01-01
no_dem_excluded,baseline,0.7-0.8,0.7,0.8,36,False,0.749163,0.888889,election_date>=2014-01-01
no_dem_excluded,baseline,0.8-0.9,0.8,0.9,53,False,0.853899,0.924528,election_date>=2014-01-01
no_dem_excluded,baseline,0.9-1.0,0.9,1.0,174,False,0.971698,0.994253,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.0-0.1,0.0,0.1,45,False,0.04205,0.022222,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.1-0.2,0.1,0.2,24,False,0.139422,0.083333,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.2-0.3,0.2,0.3,21,False,0.24956,0.238095,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.3-0.4,0.3,0.4,10,False,0.349075,0.4,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.4-0.5,0.4,0.5,6,True,0.468312,0.333333,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.5-0.6,0.5,0.6,19,False,0.545836,0.684211,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.6-0.7,0.6,0.7,26,False,0.667087,0.807692,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.7-0.8,0.7,0.8,41,False,0.747665,0.95122,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.8-0.9,0.8,0.9,45,False,0.851672,0.911111,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap4,0.9-1.0,0.9,1.0,176,False,0.97083,0.988636,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.0-0.1,0.0,0.1,41,False,0.046287,0.02439,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.1-0.2,0.1,0.2,27,False,0.147782,0.037037,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.2-0.3,0.2,0.3,17,False,0.246912,0.235294,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.3-0.4,0.3,0.4,14,False,0.340098,0.357143,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.4-0.5,0.4,0.5,8,True,0.455422,0.375,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.5-0.6,0.5,0.6,18,False,0.545479,0.722222,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.6-0.7,0.6,0.7,26,False,0.667226,0.807692,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.7-0.8,0.7,0.8,35,False,0.751643,0.942857,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.8-0.9,0.8,0.9,52,False,0.850983,0.884615,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap2,0.9-1.0,0.9,1.0,175,False,0.971398,1.0,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.0-0.1,0.0,0.1,52,False,0.046478,0.038462,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.1-0.2,0.1,0.2,20,False,0.150475,0.0,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.2-0.3,0.2,0.3,18,False,0.254965,0.277778,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.3-0.4,0.3,0.4,9,True,0.331806,0.444444,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.4-0.5,0.4,0.5,7,True,0.463125,0.142857,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.5-0.6,0.5,0.6,17,False,0.539485,0.764706,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.6-0.7,0.6,0.7,28,False,0.668732,0.857143,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.7-0.8,0.7,0.8,41,False,0.750162,0.926829,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.8-0.9,0.8,0.9,46,False,0.851899,0.913043,election_date>=2014-01-01
no_dem_excluded,baseline_tenure_cap6,0.9-1.0,0.9,1.0,175,False,0.97146,0.988571,election_date>=2014-01-01
no_dem_train_only,baseline,0.0-0.1,0.0,0.1,43,False,0.04323,0.023256,election_date>=2014-01-01
no_dem_train_only,baseline,0.1-0.2,0.1,0.2,28,False,0.136844,0.035714,election_date>=2014-01-01
no_dem_train_only,baseline,0.2-0.3,0.2,0.3,17,False,0.247993,0.235294,election_date>=2014-01-01
no_dem_train_only,baseline,0.3-0.4,0.3,0.4,12,False,0.353375,0.416667,election_date>=2014-01-01
no_dem_train_only,baseline,0.4-0.5,0.4,0.5,7,True,0.453446,0.428571,election_date>=2014-01-01
no_dem_train_only,baseline,0.5-0.6,0.5,0.6,17,False,0.543074,0.705882,election_date>=2014-01-01
no_dem_train_only,baseline,0.6-0.7,0.6,0.7,27,False,0.665667,0.851852,election_date>=2014-01-01
no_dem_train_only,baseline,0.7-0.8,0.7,0.8,32,False,0.744488,0.90625,election_date>=2014-01-01
no_dem_train_only,baseline,0.8-0.9,0.8,0.9,55,False,0.848511,0.909091,election_date>=2014-01-01
no_dem_train_only,baseline,0.9-1.0,0.9,1.0,175,False,0.970409,0.994286,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.0-0.1,0.0,0.1,48,False,0.038919,0.041667,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.1-0.2,0.1,0.2,27,False,0.14456,0.037037,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.2-0.3,0.2,0.3,16,False,0.255,0.375,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.3-0.4,0.3,0.4,8,True,0.342156,0.25,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.4-0.5,0.4,0.5,10,False,0.454975,0.5,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.5-0.6,0.5,0.6,16,False,0.548867,0.6875,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.6-0.7,0.6,0.7,27,False,0.662708,0.814815,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.7-0.8,0.7,0.8,42,False,0.748557,0.952381,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.8-0.9,0.8,0.9,46,False,0.855693,0.891304,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap4,0.9-1.0,0.9,1.0,173,False,0.971194,0.99422,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.0-0.1,0.0,0.1,45,False,0.044236,0.022222,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.1-0.2,0.1,0.2,26,False,0.147135,0.038462,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.2-0.3,0.2,0.3,18,False,0.250042,0.333333,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.3-0.4,0.3,0.4,12,False,0.353021,0.333333,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.4-0.5,0.4,0.5,7,True,0.460375,0.285714,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.5-0.6,0.5,0.6,17,False,0.546287,0.764706,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.6-0.7,0.6,0.7,26,False,0.662928,0.884615,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.7-0.8,0.7,0.8,35,False,0.747993,0.885714,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.8-0.9,0.8,0.9,54,False,0.851002,0.907407,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap2,0.9-1.0,0.9,1.0,173,False,0.971332,0.99422,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.0-0.1,0.0,0.1,56,False,0.043196,0.035714,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.1-0.2,0.1,0.2,18,False,0.152792,0.0,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.2-0.3,0.2,0.3,18,False,0.251785,0.388889,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.3-0.4,0.3,0.4,8,True,0.340984,0.25,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.4-0.5,0.4,0.5,8,True,0.463703,0.375,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.5-0.6,0.5,0.6,16,False,0.542602,0.75,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.6-0.7,0.6,0.7,24,False,0.66338,0.875,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.7-0.8,0.7,0.8,44,False,0.745014,0.909091,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.8-0.9,0.8,0.9,48,False,0.852081,0.916667,election_date>=2014-01-01
no_dem_train_only,baseline_tenure_cap6,0.9-1.0,0.9,1.0,173,False,0.971384,0.988439,election_date>=2014-01-01
write_in_5pct,baseline,0.0-0.1,0.0,0.1,48,False,0.046349,0.020833,election_date>=2014-01-01
write_in_5pct,baseline,0.1-0.2,0.1,0.2,30,False,0.140275,0.033333,election_date>=2014-01-01
write_in_5pct,baseline,0.2-0.3,0.2,0.3,19,False,0.246776,0.315789,election_date>=2014-01-01
write_in_5pct,baseline,0.3-0.4,0.3,0.4,14,False,0.353911,0.428571,election_date>=2014-01-01
write_in_5pct,baseline,0.4-0.5,0.4,0.5,7,True,0.452554,0.285714,election_date>=2014-01-01
write_in_5pct,baseline,0.5-0.6,0.5,0.6,16,False,0.539477,0.6875,election_date>=2014-01-01
write_in_5pct,baseline,0.6-0.7,0.6,0.7,29,False,0.662517,0.827586,election_date>=2014-01-01
write_in_5pct,baseline,0.7-0.8,0.7,0.8,32,False,0.744746,0.90625,election_date>=2014-01-01
write_in_5pct,baseline,0.8-0.9,0.8,0.9,56,False,0.850152,0.892857,election_date>=2014-01-01
write_in_5pct,baseline,0.9-1.0,0.9,1.0,175,False,0.970913,1.0,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.0-0.1,0.0,0.1,55,False,0.042666,0.036364,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.1-0.2,0.1,0.2,27,False,0.145236,0.074074,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.2-0.3,0.2,0.3,19,False,0.252349,0.315789,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.3-0.4,0.3,0.4,9,True,0.341028,0.333333,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.4-0.5,0.4,0.5,9,True,0.45425,0.333333,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.5-0.6,0.5,0.6,16,False,0.541648,0.75,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.6-0.7,0.6,0.7,31,False,0.663153,0.806452,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.7-0.8,0.7,0.8,39,False,0.749292,0.948718,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.8-0.9,0.8,0.9,49,False,0.856099,0.897959,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap4,0.9-1.0,0.9,1.0,172,False,0.972182,0.994186,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.0-0.1,0.0,0.1,47,False,0.043582,0.021277,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.1-0.2,0.1,0.2,29,False,0.14131,0.034483,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.2-0.3,0.2,0.3,22,False,0.245676,0.272727,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.3-0.4,0.3,0.4,14,False,0.356241,0.428571,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.4-0.5,0.4,0.5,9,True,0.470569,0.444444,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.5-0.6,0.5,0.6,15,False,0.549942,0.733333,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.6-0.7,0.6,0.7,30,False,0.666021,0.8,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.7-0.8,0.7,0.8,33,False,0.753223,0.939394,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.8-0.9,0.8,0.9,55,False,0.852491,0.890909,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap2,0.9-1.0,0.9,1.0,172,False,0.971714,1.0,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.0-0.1,0.0,0.1,60,False,0.042979,0.033333,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.1-0.2,0.1,0.2,22,False,0.146653,0.045455,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.2-0.3,0.2,0.3,20,False,0.248956,0.35,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.3-0.4,0.3,0.4,9,True,0.3365,0.333333,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.4-0.5,0.4,0.5,6,True,0.451854,0.333333,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.5-0.6,0.5,0.6,18,False,0.539139,0.722222,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.6-0.7,0.6,0.7,29,False,0.667431,0.793103,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.7-0.8,0.7,0.8,42,False,0.752813,0.952381,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.8-0.9,0.8,0.9,48,False,0.855805,0.916667,election_date>=2014-01-01
write_in_5pct,baseline_tenure_cap6,0.9-1.0,0.9,1.0,172,False,0.972491,0.988372,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.0-0.1,0.0,0.1,47,False,0.044189,0.021277,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.1-0.2,0.1,0.2,26,False,0.149745,0.038462,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.2-0.3,0.2,0.3,20,False,0.247431,0.3,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.3-0.4,0.3,0.4,13,False,0.356067,0.384615,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.4-0.5,0.4,0.5,17,False,0.457007,0.705882,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.5-0.6,0.5,0.6,18,False,0.544993,0.777778,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.6-0.7,0.6,0.7,22,False,0.655074,0.818182,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.7-0.8,0.7,0.8,34,False,0.745482,0.941176,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.8-0.9,0.8,0.9,30,False,0.857783,0.9,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_14d,0.9-1.0,0.9,1.0,186,False,0.979971,1.0,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.0-0.1,0.0,0.1,45,False,0.048872,0.022222,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.1-0.2,0.1,0.2,28,False,0.151473,0.035714,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.2-0.3,0.2,0.3,16,False,0.252508,0.1875,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.3-0.4,0.3,0.4,13,False,0.357327,0.538462,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.4-0.5,0.4,0.5,17,False,0.450066,0.588235,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.5-0.6,0.5,0.6,20,False,0.547669,0.75,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.6-0.7,0.6,0.7,21,False,0.653208,0.857143,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.7-0.8,0.7,0.8,35,False,0.748168,0.885714,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.8-0.9,0.8,0.9,38,False,0.860655,0.947368,election_date>=2014-01-01
two_party_or_strongest,forecast_tenure_replacement_60d,0.9-1.0,0.9,1.0,180,False,0.978135,1.0,election_date>=2014-01-01
