definition,variant,segment_type,segment_value,n_races,small_sample,rmse,mae,bias,r2,coverage_90,crps,win_accuracy,win_log_loss,bias_presidential_years,bias_non_presidential_years,pres_bias_gap,folds_failing_diagnostics,folds_refused,folds_absent,as_of,skipped_years
current,baseline,pooled,all,424,False,15.611261,11.614243,-2.855136,0.683161,0.891509,8.512148,0.915094,0.235423,2.735633,-6.346689,9.082322,,,,not dated,2019
current,baseline,fold,2014,95,False,15.397522,11.609929,-4.731931,0.712588,0.884211,8.40724,0.894737,0.2752,,,,,,,,2019
current,baseline,fold,2015,3,True,31.420748,22.494606,-20.057354,0.231163,0.666667,18.405775,0.666667,0.385412,,,,,,,,2019
current,baseline,fold,2016,62,False,13.742429,10.620434,0.453535,0.789153,0.935484,7.693845,0.967742,0.161548,,,,,,,,2019
current,baseline,fold,2017,5,True,30.944976,19.461396,-17.172526,0.138896,0.8,16.571863,0.6,0.386312,,,,,,,,2019
current,baseline,fold,2018,73,False,18.908388,14.304561,-11.913613,0.563219,0.794521,10.549387,0.917808,0.248372,,,,,,,,2019
current,baseline,fold,2020,55,False,12.603777,9.699862,-2.502333,0.739526,0.963636,7.053384,0.909091,0.238482,,,,,,,,2019
current,baseline,fold,2021,2,True,20.627674,18.414126,-9.296286,-0.128472,0.5,12.677253,1.0,0.084346,,,,,,,,2019
current,baseline,fold,2022,74,False,13.318328,9.180364,-0.891257,0.721229,0.905405,7.232136,0.945946,0.211937,,,,,,,,2019
current,baseline,fold,2023,1,True,10.433104,10.433104,10.433104,,1.0,6.276288,0.0,0.761694,,,,,,,,2019
current,baseline,fold,2024,54,False,15.17165,12.850082,8.116776,0.672098,0.925926,8.713289,0.907407,0.235375,,,,,,,,2019
current,baseline,office,State Representative,323,False,16.028504,11.92085,-2.889612,0.69191,0.876161,8.780982,0.916409,0.23209,,,,,,,,2019
current,baseline,office,State Senate,101,False,14.194819,10.633706,-2.744881,0.63769,0.940594,7.652411,0.910891,0.24608,,,,,,,,2019
current,baseline,is_special,False,400,False,14.957476,11.287519,-2.329274,0.706718,0.9025,8.230354,0.9225,0.227307,,,,,,,,2019
current,baseline,is_special,True,24,False,24.016681,17.059647,-11.6195,0.327401,0.708333,13.208701,0.791667,0.370679,,,,,,,,2019
current,baseline,pres_elec,False,261,False,16.842673,12.143175,-6.346689,0.634767,0.854406,9.079238,0.908046,0.255204,,,,,,,,2019
current,baseline,pres_elec,True,163,False,13.405961,10.767302,2.735633,0.762028,0.95092,7.604108,0.92638,0.203749,,,,,,,,2019
current,baseline,redistricting_cycle,2011,295,False,16.226071,12.002558,-5.401233,0.676638,0.881356,8.803995,0.911864,0.239539,,,,,,,,2019
current,baseline,redistricting_cycle,2021,129,False,14.104943,10.726236,2.967334,0.70086,0.914729,7.844743,0.922481,0.22601,,,,,,,,2019
current,baseline,no_dem_candidate,False,413,False,15.123194,11.215268,-3.250543,0.679622,0.905569,8.226079,0.917676,0.232034,,,,,,,,2019
current,baseline,no_dem_candidate,True,11,False,28.406169,26.593954,11.990619,0.075037,0.363636,19.252735,0.818182,0.362641,,,,,,,,2019
current,baseline,admitted_by_write_in,False,424,False,15.611261,11.614243,-2.855136,0.683161,0.891509,8.512148,0.915094,0.235423,,,,,,,,2019
current,baseline,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_special,pooled,all,424,False,15.63837,11.709172,-2.977425,0.682059,0.896226,8.551046,0.915094,0.235727,2.73282,-6.543593,9.276413,,,,not dated,2019
current,baseline_special,fold,2014,95,False,15.423127,11.644402,-4.851265,0.711631,0.894737,8.410304,0.894737,0.270209,,,,,,,,2019
current,baseline_special,fold,2015,3,True,30.165077,21.761122,-18.135471,0.291386,0.666667,17.579301,0.666667,0.395058,,,,,,,,2019
current,baseline_special,fold,2016,62,False,13.643239,10.568547,0.644014,0.792186,0.935484,7.642593,0.967742,0.160201,,,,,,,,2019
current,baseline_special,fold,2017,5,True,29.083547,18.673232,-13.340129,0.239376,0.8,15.513502,0.8,0.355733,,,,,,,,2019
current,baseline_special,fold,2018,73,False,19.461115,14.901716,-12.533689,0.53731,0.794521,10.9433,0.931507,0.256843,,,,,,,,2019
current,baseline_special,fold,2020,55,False,12.22146,9.474413,-2.217211,0.755088,0.963636,6.884038,0.909091,0.233046,,,,,,,,2019
current,baseline_special,fold,2021,2,True,19.477097,18.779494,-5.166033,-0.006095,1.0,12.144403,1.0,0.05084,,,,,,,,2019
current,baseline_special,fold,2022,74,False,13.525567,9.365569,-1.638211,0.712486,0.905405,7.360669,0.918919,0.218135,,,,,,,,2019
current,baseline_special,fold,2023,1,True,14.114329,14.114329,14.114329,,1.0,8.447221,0.0,0.992902,,,,,,,,2019
current,baseline_special,fold,2024,54,False,15.053661,12.794957,8.03651,0.677178,0.925926,8.65944,0.907407,0.232932,,,,,,,,2019
current,baseline_special,office,State Representative,323,False,16.061418,11.995462,-3.027936,0.690643,0.882353,8.80865,0.919505,0.231,,,,,,,,2019
current,baseline_special,office,State Senate,101,False,14.201112,10.793611,-2.815889,0.637369,0.940594,7.727221,0.90099,0.250843,,,,,,,,2019
current,baseline_special,is_special,False,400,False,15.097195,11.412276,-2.648506,0.701214,0.9025,8.311334,0.92,0.229568,,,,,,,,2019
current,baseline_special,is_special,True,24,False,22.842521,16.657432,-8.459407,0.391559,0.791667,12.54624,0.833333,0.338378,,,,,,,,2019
current,baseline_special,pres_elec,False,261,False,16.922035,12.324713,-6.543593,0.631317,0.862069,9.167445,0.908046,0.256228,,,,,,,,2019
current,baseline_special,pres_elec,True,163,False,13.327893,10.723551,2.73282,0.764792,0.95092,7.564051,0.92638,0.2029,,,,,,,,2019
current,baseline_special,redistricting_cycle,2011,295,False,16.231266,12.090151,-5.387411,0.676431,0.888136,8.830159,0.918644,0.238084,,,,,,,,2019
current,baseline_special,redistricting_cycle,2021,129,False,14.189726,10.837939,2.533785,0.697253,0.914729,7.912763,0.906977,0.230335,,,,,,,,2019
current,baseline_special,no_dem_candidate,False,413,False,15.153321,11.313457,-3.371806,0.678345,0.910412,8.266918,0.917676,0.232192,,,,,,,,2019
current,baseline_special,no_dem_candidate,True,11,False,28.378142,26.56644,11.829804,0.076862,0.363636,19.218728,0.818182,0.368434,,,,,,,,2019
current,baseline_special,admitted_by_write_in,False,424,False,15.63837,11.709172,-2.977425,0.682059,0.896226,8.551046,0.915094,0.235727,,,,,,,,2019
current,baseline_special,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_num_candidates,pooled,all,424,False,15.584996,11.666556,-2.728985,0.684226,0.882075,8.517484,0.915094,0.2399,2.62747,-6.074204,8.701673,,,,not dated,2019
current,baseline_num_candidates,fold,2014,95,False,15.315006,11.561166,-4.62124,0.71566,0.884211,8.348691,0.894737,0.272715,,,,,,,,2019
current,baseline_num_candidates,fold,2015,3,True,30.814259,23.159578,-19.80089,0.260557,0.666667,18.38529,0.666667,0.440705,,,,,,,,2019
current,baseline_num_candidates,fold,2016,62,False,13.736345,10.697812,0.597882,0.78934,0.919355,7.716765,0.967742,0.164765,,,,,,,,2019
current,baseline_num_candidates,fold,2017,5,True,30.274978,19.292888,-18.152246,0.17578,0.8,16.185792,0.8,0.336045,,,,,,,,2019
current,baseline_num_candidates,fold,2018,73,False,18.69126,14.285332,-11.674333,0.573193,0.794521,10.441121,0.931507,0.253804,,,,,,,,2019
current,baseline_num_candidates,fold,2020,55,False,12.744547,9.932883,-2.556336,0.733675,0.945455,7.143594,0.890909,0.25168,,,,,,,,2019
current,baseline_num_candidates,fold,2021,2,True,22.846787,20.609501,-9.860231,-0.384333,0.5,14.299889,1.0,0.094579,,,,,,,,2019
current,baseline_num_candidates,fold,2022,74,False,13.204559,8.91747,-0.37069,0.725971,0.905405,7.153484,0.945946,0.21156,,,,,,,,2019
current,baseline_num_candidates,fold,2023,1,True,11.766263,11.766263,11.766263,,1.0,6.987072,0.0,0.848924,,,,,,,,2019
current,baseline_num_candidates,fold,2024,54,False,15.546913,13.279365,7.837657,0.655676,0.888889,8.957759,0.888889,0.250523,,,,,,,,2019
current,baseline_num_candidates,office,State Representative,323,False,16.044378,12.034578,-2.764523,0.691299,0.863777,8.816945,0.913313,0.240188,,,,,,,,2019
current,baseline_num_candidates,office,State Senate,101,False,14.015167,10.489616,-2.615334,0.646803,0.940594,7.5598,0.920792,0.238977,,,,,,,,2019
current,baseline_num_candidates,is_special,False,400,False,14.960334,11.342144,-2.211682,0.706606,0.8925,8.241233,0.92,0.2326,,,,,,,,2019
current,baseline_num_candidates,is_special,True,24,False,23.68334,17.073425,-11.350706,0.345942,0.708333,13.12166,0.833333,0.361563,,,,,,,,2019
current,baseline_num_candidates,pres_elec,False,261,False,16.685102,12.053109,-6.074204,0.641569,0.854406,9.001768,0.915709,0.255299,,,,,,,,2019
current,baseline_num_candidates,pres_elec,True,163,False,13.639929,11.047597,2.62747,0.753649,0.92638,7.742035,0.91411,0.215242,,,,,,,,2019
current,baseline_num_candidates,redistricting_cycle,2011,295,False,16.144788,12.060593,-5.303927,0.67987,0.874576,8.784235,0.915254,0.243,,,,,,,,2019
current,baseline_num_candidates,redistricting_cycle,2021,129,False,14.222284,10.765463,3.159447,0.695862,0.899225,7.907472,0.914729,0.232811,,,,,,,,2019
current,baseline_num_candidates,no_dem_candidate,False,413,False,15.084665,11.261727,-3.129994,0.681253,0.895884,8.224955,0.917676,0.236557,,,,,,,,2019
current,baseline_num_candidates,no_dem_candidate,True,11,False,28.618628,26.866049,12.32708,0.06115,0.363636,19.500627,0.818182,0.365402,,,,,,,,2019
current,baseline_num_candidates,admitted_by_write_in,False,424,False,15.584996,11.666556,-2.728985,0.684226,0.882075,8.517484,0.915094,0.2399,,,,,,,,2019
current,baseline_num_candidates,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_pres_incumbent,pooled,all,424,False,15.566947,11.569621,-2.766685,0.684957,0.891509,8.48887,0.917453,0.235496,2.565189,-6.096553,8.661741,,,,not dated,2019
current,baseline_pres_incumbent,fold,2014,95,False,15.420191,11.633626,-4.606269,0.711741,0.884211,8.435361,0.894737,0.28155,,,,,,,,2019
current,baseline_pres_incumbent,fold,2015,3,True,31.307499,22.323339,-20.070861,0.236696,0.666667,18.283665,1.0,0.377796,,,,,,,,2019
current,baseline_pres_incumbent,fold,2016,62,False,13.650478,10.570005,0.326672,0.791965,0.935484,7.657154,0.967742,0.15588,,,,,,,,2019
current,baseline_pres_incumbent,fold,2017,5,True,31.011006,19.541273,-17.11634,0.135217,0.8,16.655171,0.6,0.384664,,,,,,,,2019
current,baseline_pres_incumbent,fold,2018,73,False,18.541809,13.953136,-11.277957,0.579991,0.794521,10.270072,0.917808,0.250602,,,,,,,,2019
current,baseline_pres_incumbent,fold,2020,55,False,12.852638,9.991681,-2.758096,0.729138,0.963636,7.198926,0.927273,0.228739,,,,,,,,2019
current,baseline_pres_incumbent,fold,2021,2,True,20.644167,18.550942,-9.057825,-0.130277,0.5,12.586966,1.0,0.087904,,,,,,,,2019
current,baseline_pres_incumbent,fold,2022,74,False,13.373391,9.082679,-0.841048,0.718919,0.905405,7.243336,0.932432,0.21747,,,,,,,,2019
current,baseline_pres_incumbent,fold,2023,1,True,10.991606,10.991606,10.991606,,1.0,6.530031,0.0,0.789933,,,,,,,,2019
current,baseline_pres_incumbent,fold,2024,54,False,15.193914,12.814354,8.044619,0.671135,0.925926,8.734889,0.907407,0.230531,,,,,,,,2019
current,baseline_pres_incumbent,office,State Representative,323,False,15.967755,11.882967,-2.814782,0.694241,0.876161,8.753924,0.919505,0.232689,,,,,,,,2019
current,baseline_pres_incumbent,office,State Senate,101,False,14.209465,10.567536,-2.612871,0.636942,0.940594,7.641221,0.910891,0.244474,,,,,,,,2019
current,baseline_pres_incumbent,is_special,False,400,False,14.913954,11.243264,-2.248065,0.708423,0.9025,8.20911,0.9225,0.227636,,,,,,,,2019
current,baseline_pres_incumbent,is_special,True,24,False,23.959557,17.00891,-11.410358,0.330597,0.708333,13.151529,0.833333,0.366503,,,,,,,,2019
current,baseline_pres_incumbent,pres_elec,False,261,False,16.741674,12.021698,-6.096553,0.639134,0.854406,9.010101,0.908046,0.259525,,,,,,,,2019
current,baseline_pres_incumbent,pres_elec,True,163,False,13.474316,10.845743,2.565189,0.759595,0.95092,7.65426,0.932515,0.19702,,,,,,,,2019
current,baseline_pres_incumbent,redistricting_cycle,2011,295,False,16.148269,11.967574,-5.275383,0.679732,0.881356,8.762915,0.918644,0.239047,,,,,,,,2019
current,baseline_pres_incumbent,redistricting_cycle,2021,129,False,14.148084,10.659574,2.970259,0.699027,0.914729,7.862178,0.914729,0.227375,,,,,,,,2019
current,baseline_pres_incumbent,no_dem_candidate,False,413,False,15.064121,11.17039,-3.158642,0.68212,0.905569,8.199827,0.920097,0.232095,,,,,,,,2019
current,baseline_pres_incumbent,no_dem_candidate,True,11,False,28.646266,26.558957,11.949517,0.059335,0.363636,19.341107,0.818182,0.363192,,,,,,,,2019
current,baseline_pres_incumbent,admitted_by_write_in,False,424,False,15.566947,11.569621,-2.766685,0.684957,0.891509,8.48887,0.917453,0.235496,,,,,,,,2019
current,baseline_pres_incumbent,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_year,pooled,all,424,False,14.861918,11.071416,-1.851723,0.712847,0.919811,8.111626,0.931604,0.219565,-2.385216,-1.518546,-0.86667,,,,not dated,2019
current,baseline_year,fold,2014,95,False,14.634205,10.806998,0.051775,0.740378,0.936842,7.936051,0.936842,0.256737,,,,,,,,2019
current,baseline_year,fold,2015,3,True,29.53935,21.47936,-17.082462,0.320479,0.666667,17.098715,0.666667,0.40292,,,,,,,,2019
current,baseline_year,fold,2016,62,False,15.058118,11.462963,-6.058509,0.746848,0.919355,8.314459,0.967742,0.172604,,,,,,,,2019
current,baseline_year,fold,2017,5,True,28.600276,18.801367,-12.269064,0.264444,0.8,15.249219,0.8,0.355227,,,,,,,,2019
current,baseline_year,fold,2018,73,False,15.910164,11.765037,-5.978518,0.690754,0.890411,8.732511,0.945205,0.200857,,,,,,,,2019
current,baseline_year,fold,2020,55,False,13.054265,10.199193,-6.041835,0.720573,0.945455,7.359305,0.927273,0.242788,,,,,,,,2019
current,baseline_year,fold,2021,2,True,19.430358,18.534254,-5.832688,-0.001272,1.0,11.99471,1.0,0.062035,,,,,,,,2019
current,baseline_year,fold,2022,74,False,13.66008,10.168555,3.152179,0.706739,0.918919,7.506897,0.932432,0.190827,,,,,,,,2019
current,baseline_year,fold,2023,1,True,13.282373,13.282373,13.282373,,1.0,7.915067,0.0,0.93077,,,,,,,,2019
current,baseline_year,fold,2024,54,False,13.573766,10.6637,4.296769,0.73753,0.925926,7.642888,0.907407,0.219023,,,,,,,,2019
current,baseline_year,office,State Representative,323,False,15.229512,11.48108,-1.977537,0.72186,0.910217,8.357736,0.934985,0.215536,,,,,,,,2019
current,baseline_year,office,State Senate,101,False,13.619909,9.761303,-1.449368,0.666444,0.950495,7.324561,0.920792,0.232449,,,,,,,,2019
current,baseline_year,is_special,False,400,False,14.28843,10.757977,-1.505149,0.732369,0.9275,7.865713,0.935,0.212859,,,,,,,,2019
current,baseline_year,is_special,True,24,False,22.349488,16.295402,-7.627966,0.417541,0.791667,12.210187,0.875,0.33133,,,,,,,,2019
current,baseline_year,pres_elec,False,261,False,15.543908,11.339254,-1.518546,0.688923,0.908046,8.389146,0.931034,0.227525,,,,,,,,2019
current,baseline_year,pres_elec,True,163,False,13.699373,10.642548,-2.385216,0.751497,0.93865,7.667255,0.932515,0.206819,,,,,,,,2019
current,baseline_year,redistricting_cycle,2011,295,False,15.373064,11.365035,-4.283728,0.709743,0.918644,8.34979,0.938983,0.224462,,,,,,,,2019
current,baseline_year,redistricting_cycle,2021,129,False,13.62112,10.399963,3.709838,0.72103,0.922481,7.566988,0.914729,0.208366,,,,,,,,2019
current,baseline_year,no_dem_candidate,False,413,False,14.321104,10.692296,-2.168366,0.712705,0.932203,7.828993,0.934625,0.215648,,,,,,,,2019
current,baseline_year,no_dem_candidate,True,11,False,28.520883,25.30566,10.036793,0.067552,0.454545,18.723201,0.818182,0.366627,,,,,,,,2019
current,baseline_year,admitted_by_write_in,False,424,False,14.861918,11.071416,-1.851723,0.712847,0.919811,8.111626,0.931604,0.219565,,,,,,,,2019
current,baseline_year,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_year_pres,pooled,all,264,False,15.238426,11.368272,-1.494292,0.673159,0.909091,8.334451,0.920455,0.221545,2.869078,-4.330482,7.19956,"2017,2018","2014,2015,2016",,not dated,2019
current,baseline_year_pres,fold,2017,5,True,30.542685,19.344983,-16.201835,0.161139,0.8,16.36524,0.8,0.379623,,,,2017,,,,2019
current,baseline_year_pres,fold,2018,73,False,17.613807,13.123145,-9.747986,0.620981,0.835616,9.726985,0.931507,0.225782,,,,2018,,,,2019
current,baseline_year_pres,fold,2020,55,False,12.483606,9.699821,-2.235803,0.744469,0.963636,7.090434,0.927273,0.231944,,,,,,,,2019
current,baseline_year_pres,fold,2021,2,True,19.446865,18.571733,-5.768126,-0.002974,1.0,11.941382,1.0,0.062425,,,,,,,,2019
current,baseline_year_pres,fold,2022,74,False,13.556884,9.990707,2.680385,0.711153,0.905405,7.453175,0.932432,0.193737,,,,,,,,2019
current,baseline_year_pres,fold,2023,1,True,12.430424,12.430424,12.430424,,1.0,7.42212,0.0,0.887035,,,,,,,,2019
current,baseline_year_pres,fold,2024,54,False,14.213059,11.558017,5.960104,0.712224,0.962963,8.066395,0.907407,0.222265,,,,,,,,2019
current,baseline_year_pres,office,State Representative,201,False,15.263998,11.472701,-1.639801,0.699483,0.900498,8.432725,0.925373,0.213591,,,,,,,,2019
current,baseline_year_pres,office,State Senate,63,False,15.156549,11.035095,-1.030049,0.539447,0.936508,8.020911,0.904762,0.246923,,,,,,,,2019
current,baseline_year_pres,is_special,False,250,False,14.534626,11.017339,-0.863812,0.699263,0.916,8.04468,0.924,0.215222,,,,,,,,2019
current,baseline_year_pres,is_special,True,14,False,24.62505,17.634931,-12.752865,0.174275,0.785714,13.508932,0.857143,0.334459,,,,,,,,2019
current,baseline_year_pres,pres_elec,False,160,False,16.721374,12.144428,-4.330482,0.624504,0.8625,9.04468,0.925,0.218972,,,,,,,,2019
current,baseline_year_pres,pres_elec,True,104,False,12.621198,10.174186,2.869078,0.755844,0.980769,7.241792,0.913462,0.225504,,,,,,,,2019
current,baseline_year_pres,redistricting_cycle,2011,135,False,16.47441,12.039616,-6.867537,0.638115,0.888889,8.931501,0.925926,0.231571,,,,,,,,2019
current,baseline_year_pres,redistricting_cycle,2021,129,False,13.827146,10.665703,4.128872,0.712527,0.930233,7.709631,0.914729,0.211053,,,,,,,,2019
current,baseline_year_pres,no_dem_candidate,False,254,False,14.415153,10.76527,-1.954322,0.669725,0.929134,7.89097,0.925197,0.214696,,,,,,,,2019
current,baseline_year_pres,no_dem_candidate,True,10,False,29.194169,26.684516,10.190485,0.094282,0.4,19.598873,0.8,0.395521,,,,,,,,2019
current,baseline_year_pres,admitted_by_write_in,False,264,False,15.238426,11.368272,-1.494292,0.673159,0.909091,8.334451,0.920455,0.221545,,,,,,,,2019
current,baseline_year_pres,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_national_env,pooled,all,424,False,14.891649,11.345024,-0.427639,0.711697,0.910377,8.576113,0.919811,0.233368,2.672505,-2.363744,5.036249,,,,not dated,2019
current,baseline_national_env,fold,2014,95,False,15.407211,11.602729,-4.737816,0.712226,0.884211,8.400081,0.894737,0.275351,,,,,,,,2019
current,baseline_national_env,fold,2015,3,True,31.361175,22.42676,-19.959046,0.234076,0.666667,18.28536,0.666667,0.385115,,,,,,,,2019
current,baseline_national_env,fold,2016,62,False,13.758974,10.663704,0.458465,0.788645,0.935484,7.7015,0.967742,0.161947,,,,,,,,2019
current,baseline_national_env,fold,2017,5,True,27.07138,19.454401,-8.32876,0.340984,1.0,47.031165,0.8,0.628593,,,,,,,,2019
current,baseline_national_env,fold,2018,73,False,15.506579,12.479328,4.921792,0.706244,0.917808,8.750091,0.931507,0.213536,,,,,,,,2019
current,baseline_national_env,fold,2020,55,False,11.546801,9.159412,-1.987721,0.781382,0.981818,6.598306,0.927273,0.209821,,,,,,,,2019
current,baseline_national_env,fold,2021,2,True,22.607457,18.512997,-12.975595,-0.355482,0.5,13.814759,1.0,0.124924,,,,,,,,2019
current,baseline_national_env,fold,2022,74,False,14.015056,9.838259,-4.549372,0.691299,0.878378,7.5978,0.918919,0.243192,,,,,,,,2019
current,baseline_national_env,fold,2023,1,True,7.57303,7.57303,7.57303,,1.0,4.936035,1.0,0.623621,,,,,,,,2019
current,baseline_national_env,fold,2024,54,False,15.288841,12.869266,8.276578,0.667012,0.907407,8.783208,0.907407,0.230603,,,,,,,,2019
current,baseline_national_env,office,State Representative,323,False,15.463999,11.87532,-0.376945,0.713229,0.897833,8.788108,0.919505,0.233976,,,,,,,,2019
current,baseline_national_env,office,State Senate,101,False,12.891806,9.649128,-0.589759,0.701153,0.950495,7.898151,0.920792,0.231423,,,,,,,,2019
current,baseline_national_env,is_special,False,400,False,14.371881,11.06988,-0.001646,0.729233,0.9175,7.970346,0.9225,0.225753,,,,,,,,2019
current,baseline_national_env,is_special,True,24,False,21.800586,15.930765,-7.527519,0.4458,0.791667,18.672234,0.875,0.360282,,,,,,,,2019
current,baseline_national_env,pres_elec,False,261,False,15.693127,11.658766,-2.363744,0.682921,0.888889,9.157985,0.911877,0.255019,,,,,,,,2019
current,baseline_national_env,pres_elec,True,163,False,13.509638,10.842652,2.672505,0.758333,0.944785,7.644405,0.932515,0.198699,,,,,,,,2019
current,baseline_national_env,redistricting_cycle,2011,295,False,15.049271,11.456765,-1.014148,0.721841,0.918644,8.795951,0.922034,0.230086,,,,,,,,2019
current,baseline_national_env,redistricting_cycle,2021,129,False,14.52477,11.089493,0.913603,0.682787,0.891473,8.073383,0.914729,0.240871,,,,,,,,2019
current,baseline_national_env,no_dem_candidate,False,413,False,14.304309,10.937237,-0.724355,0.713378,0.920097,8.280229,0.922518,0.228461,,,,,,,,2019
current,baseline_national_env,no_dem_candidate,True,11,False,29.4209,26.655605,10.712706,0.007774,0.545455,19.68524,0.818182,0.41759,,,,,,,,2019
current,baseline_national_env,admitted_by_write_in,False,424,False,14.891649,11.345024,-0.427639,0.711697,0.910377,8.576113,0.919811,0.233368,,,,,,,,2019
current,baseline_national_env,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_money_share,pooled,all,409,False,13.738493,10.77805,-2.459586,0.748381,0.875306,7.673309,0.899756,0.225932,3.674655,-6.441896,10.116551,,,2023,election-14d,2019
current,baseline_money_share,fold,2014,89,False,13.903514,10.983241,-6.899473,0.755323,0.831461,7.85771,0.842697,0.305002,,,,,,,,2019
current,baseline_money_share,fold,2015,3,True,26.906426,23.41041,-23.41041,0.436216,0.333333,18.007298,0.666667,0.487203,,,,,,,,2019
current,baseline_money_share,fold,2016,62,False,11.107132,8.729076,1.438383,0.862265,0.919355,6.271852,0.967742,0.131327,,,,,,,,2019
current,baseline_money_share,fold,2017,5,True,23.932894,16.139879,-12.724434,0.48493,0.8,12.971048,0.6,0.432101,,,,,,,,2019
current,baseline_money_share,fold,2018,71,False,16.278124,13.229123,-11.476495,0.68183,0.84507,9.286589,0.887324,0.249,,,,,,,,2019
current,baseline_money_share,fold,2020,55,False,12.2781,9.622042,-1.688965,0.752813,0.909091,6.853519,0.890909,0.244991,,,,,,,,2019
current,baseline_money_share,fold,2021,2,True,14.28789,14.231484,-1.268334,0.45859,1.0,8.774502,1.0,0.018522,,,,,,,,2019
current,baseline_money_share,fold,2022,70,False,10.975379,8.453728,0.899174,0.796167,0.928571,6.140973,0.957143,0.150204,,,,,,,,2019
current,baseline_money_share,fold,2024,52,False,14.782417,12.497628,9.616819,0.663538,0.865385,8.607822,0.903846,0.226768,,,,,,,,2019
current,baseline_money_share,office,State Representative,312,False,14.114199,11.099038,-2.85716,0.755988,0.855769,7.935091,0.897436,0.238098,,,,,,,,2019
current,baseline_money_share,office,State Senate,97,False,12.453411,9.745592,-1.180795,0.708166,0.938144,6.831288,0.907216,0.186802,,,,,,,,2019
current,baseline_money_share,is_special,False,387,False,13.344492,10.523209,-1.913314,0.762151,0.883721,7.478894,0.909561,0.217049,,,,,,,,2019
current,baseline_money_share,is_special,True,22,False,19.40242,15.260931,-12.069021,0.461604,0.727273,11.09325,0.727273,0.382199,,,,,,,,2019
current,baseline_money_share,pres_elec,False,248,False,14.460679,11.236821,-6.441896,0.723232,0.854839,8.048025,0.883065,0.245514,,,,,,,,2019
current,baseline_money_share,pres_elec,True,161,False,12.544976,10.071371,3.674655,0.786866,0.906832,7.096106,0.925466,0.195769,,,,,,,,2019
current,baseline_money_share,redistricting_cycle,2011,287,False,14.142386,11.033397,-5.466856,0.751976,0.864111,7.87773,0.885017,0.244251,,,,,,,,2019
current,baseline_money_share,redistricting_cycle,2021,122,False,12.737951,10.177358,4.614891,0.737339,0.901639,7.192417,0.934426,0.182838,,,,,,,,2019
current,baseline_money_share,no_dem_candidate,False,398,False,13.425752,10.511791,-2.896704,0.739793,0.884422,7.482006,0.896985,0.228634,,,,,,,,2019
current,baseline_money_share,no_dem_candidate,True,11,False,22.273838,20.411777,13.356121,0.431293,0.545455,14.594985,1.0,0.128168,,,,,,,,2019
current,baseline_money_share,admitted_by_write_in,False,409,False,13.738493,10.77805,-2.459586,0.748381,0.875306,7.673309,0.899756,0.225932,,,,,,,,2019
current,baseline_money_share,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_money_logratio,pooled,all,409,False,13.698122,10.386323,-2.295213,0.749857,0.894866,7.545548,0.919315,0.209798,3.572451,-6.104462,9.676913,,,2023,election-14d,2019
current,baseline_money_logratio,fold,2014,89,False,14.15691,10.684689,-4.494925,0.746323,0.876404,7.81258,0.876404,0.273462,,,,,,,,2019
current,baseline_money_logratio,fold,2015,3,True,21.621985,16.927489,-16.927489,0.635924,0.666667,13.226161,1.0,0.370922,,,,,,,,2019
current,baseline_money_logratio,fold,2016,62,False,11.331394,8.927094,1.021015,0.856647,0.951613,6.409853,0.967742,0.134347,,,,,,,,2019
current,baseline_money_logratio,fold,2017,5,True,26.691727,17.4492,-15.566181,0.359338,0.6,14.643854,0.6,0.38678,,,,,,,,2019
current,baseline_money_logratio,fold,2018,71,False,16.50993,13.232756,-11.616535,0.672704,0.84507,9.342826,0.929577,0.230307,,,,,,,,2019
current,baseline_money_logratio,fold,2020,55,False,11.502577,8.598652,-2.264988,0.783053,0.927273,6.377431,0.909091,0.217956,,,,,,,,2019
current,baseline_money_logratio,fold,2021,2,True,15.134423,14.146861,-5.377461,0.392534,1.0,9.110909,1.0,0.040828,,,,,,,,2019
current,baseline_money_logratio,fold,2022,70,False,11.411479,8.23408,-0.50861,0.779647,0.914286,6.267732,0.942857,0.152079,,,,,,,,2019
current,baseline_money_logratio,fold,2024,52,False,13.712493,11.315953,10.044669,0.710481,0.903846,7.873819,0.923077,0.21205,,,,,,,,2019
current,baseline_money_logratio,office,State Representative,312,False,13.88758,10.570204,-2.625898,0.763761,0.887821,7.688385,0.923077,0.217867,,,,,,,,2019
current,baseline_money_logratio,office,State Senate,97,False,13.070122,9.794869,-1.231563,0.678546,0.917526,7.086116,0.907216,0.183846,,,,,,,,2019
current,baseline_money_logratio,is_special,False,387,False,13.21937,10.108912,-1.67129,0.76659,0.904393,7.323391,0.927649,0.201482,,,,,,,,2019
current,baseline_money_logratio,is_special,True,22,False,20.355073,15.266225,-13.27058,0.407436,0.727273,11.453489,0.772727,0.356094,,,,,,,,2019
