definition,variant,segment_type,segment_value,n_races,small_sample,rmse,mae,bias,r2,coverage_90,crps,win_accuracy,win_log_loss,bias_presidential_years,bias_non_presidential_years,pres_bias_gap,folds_failing_diagnostics,folds_refused,folds_absent,as_of,skipped_years
write_in_5pct,baseline_special,fold,2021,2,True,19.169832,18.486433,-5.072896,0.025399,1.0,11.861251,1.0,0.053432,,,,,,,,2019
write_in_5pct,baseline_special,fold,2022,75,False,14.107664,9.738721,-2.165741,0.710639,0.893333,7.644948,0.92,0.217531,,,,,,,,2019
write_in_5pct,baseline_special,fold,2023,1,True,14.156491,14.156491,14.156491,,1.0,8.475516,0.0,1.005464,,,,,,,,2019
write_in_5pct,baseline_special,fold,2024,55,False,18.672452,14.091522,9.437326,0.588053,0.909091,9.890574,0.890909,0.24874,,,,,,,,2019
write_in_5pct,baseline_special,office,State Representative,325,False,16.784495,12.283664,-2.874626,0.676456,0.873846,9.071402,0.92,0.233694,,,,,,,,2019
write_in_5pct,baseline_special,office,State Senate,101,False,14.246775,10.829176,-2.806433,0.635044,0.940594,7.754389,0.90099,0.252748,,,,,,,,2019
write_in_5pct,baseline_special,is_special,False,402,False,15.734298,11.654815,-2.531385,0.68782,0.895522,8.53328,0.920398,0.232058,,,,,,,,2019
write_in_5pct,baseline_special,is_special,True,24,False,22.854983,16.695921,-8.336925,0.390895,0.791667,12.542514,0.833333,0.341284,,,,,,,,2019
write_in_5pct,baseline_special,pres_elec,False,262,False,17.050484,12.420361,-6.664984,0.632823,0.858779,9.24409,0.912214,0.256859,,,,,,,,2019
write_in_5pct,baseline_special,pres_elec,True,164,False,14.793378,11.169531,3.2227,0.727433,0.939024,7.984435,0.920732,0.20842,,,,,,,,2019
write_in_5pct,baseline_special,redistricting_cycle,2011,295,False,16.235043,12.0893,-5.384685,0.676307,0.884746,8.832443,0.922034,0.238905,,,,,,,,2019
write_in_5pct,baseline_special,redistricting_cycle,2021,131,False,16.182097,11.599956,2.830373,0.655202,0.900763,8.594108,0.900763,0.236649,,,,,,,,2019
write_in_5pct,baseline_special,no_dem_candidate,False,415,False,15.757094,11.546989,-3.244513,0.666016,0.903614,8.477024,0.918072,0.23471,,,,,,,,2019
write_in_5pct,baseline_special,no_dem_candidate,True,11,False,28.635812,26.721556,11.706327,0.078535,0.363636,19.403079,0.818182,0.370308,,,,,,,,2019
write_in_5pct,baseline_special,admitted_by_write_in,False,424,False,15.66708,11.718949,-2.983975,0.680983,0.893868,8.564291,0.917453,0.237083,,,,,,,,2019
write_in_5pct,baseline_special,admitted_by_write_in,True,2,True,63.185662,58.551744,23.751235,0.398376,0.0,50.069767,0.5,0.477481,,,,,,,,2019
write_in_5pct,baseline_num_candidates,pooled,all,426,False,16.189023,11.893838,-2.592707,0.671443,0.882629,8.710827,0.913146,0.242027,3.127615,-6.173367,9.300982,,,,not dated,2019
write_in_5pct,baseline_num_candidates,fold,2014,95,False,15.300718,11.550772,-4.664736,0.716198,0.884211,8.348303,0.894737,0.27343,,,,,,,,2019
write_in_5pct,baseline_num_candidates,fold,2015,3,True,30.689514,23.027128,-19.720167,0.266532,0.666667,18.27697,0.666667,0.439368,,,,,,,,2019
write_in_5pct,baseline_num_candidates,fold,2016,62,False,13.73346,10.71447,0.507455,0.789428,0.935484,7.70737,0.967742,0.164027,,,,,,,,2019
write_in_5pct,baseline_num_candidates,fold,2017,5,True,30.29932,19.399799,-18.207765,0.174454,0.8,16.229883,0.8,0.340479,,,,,,,,2019
write_in_5pct,baseline_num_candidates,fold,2018,73,False,18.68527,14.280741,-11.656858,0.573467,0.794521,10.428631,0.931507,0.254455,,,,,,,,2019
write_in_5pct,baseline_num_candidates,fold,2020,55,False,12.699003,9.930991,-2.520627,0.735695,0.963636,7.128416,0.890909,0.2518,,,,,,,,2019
write_in_5pct,baseline_num_candidates,fold,2021,2,True,23.058888,20.87884,-9.787051,-0.410156,0.5,14.514845,1.0,0.08915,,,,,,,,2019
write_in_5pct,baseline_num_candidates,fold,2022,75,False,13.502363,9.164995,-0.774701,0.734937,0.893333,7.311124,0.946667,0.207935,,,,,,,,2019
write_in_5pct,baseline_num_candidates,fold,2023,1,True,11.868931,11.868931,11.868931,,1.0,7.086207,0.0,0.852729,,,,,,,,2019
write_in_5pct,baseline_num_candidates,fold,2024,55,False,19.569603,14.715897,9.323393,0.547516,0.872727,10.292423,0.872727,0.270673,,,,,,,,2019
write_in_5pct,baseline_num_candidates,office,State Representative,325,False,16.806013,12.324792,-2.58526,0.675626,0.864615,9.068487,0.910769,0.242771,,,,,,,,2019
write_in_5pct,baseline_num_candidates,office,State Senate,101,False,14.020603,10.507103,-2.616671,0.64654,0.940594,7.559942,0.920792,0.239632,,,,,,,,2019
write_in_5pct,baseline_num_candidates,is_special,False,402,False,15.632162,11.583583,-2.073487,0.69186,0.893035,8.448551,0.91791,0.235041,,,,,,,,2019
write_in_5pct,baseline_num_candidates,is_special,True,24,False,23.64094,17.090606,-11.289652,0.348282,0.708333,13.103952,0.833333,0.359044,,,,,,,,2019
write_in_5pct,baseline_num_candidates,pres_elec,False,262,False,16.73224,12.109278,-6.173367,0.646402,0.851145,9.036499,0.916031,0.254416,,,,,,,,2019
write_in_5pct,baseline_num_candidates,pres_elec,True,164,False,15.281186,11.549659,3.127615,0.709161,0.932927,8.190546,0.908537,0.222234,,,,,,,,2019
write_in_5pct,baseline_num_candidates,redistricting_cycle,2011,295,False,16.131899,12.061549,-5.325581,0.680407,0.881356,8.777318,0.915254,0.243283,,,,,,,,2019
write_in_5pct,baseline_num_candidates,redistricting_cycle,2021,131,False,16.316929,11.516167,3.561473,0.649432,0.885496,8.561097,0.908397,0.239198,,,,,,,,2019
write_in_5pct,baseline_num_candidates,no_dem_candidate,False,415,False,15.722526,11.496161,-2.982807,0.66748,0.896386,8.423426,0.915663,0.238852,,,,,,,,2019
write_in_5pct,baseline_num_candidates,no_dem_candidate,True,11,False,28.700478,26.897085,12.124676,0.074368,0.363636,19.553686,0.818182,0.361809,,,,,,,,2019
write_in_5pct,baseline_num_candidates,admitted_by_write_in,False,424,False,15.584695,11.67559,-2.750324,0.684329,0.886792,8.516729,0.915094,0.239764,,,,,,,,2019
write_in_5pct,baseline_num_candidates,admitted_by_write_in,True,2,True,65.824411,58.162282,30.822103,0.347077,0.0,49.859666,0.5,0.721728,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,pooled,all,426,False,16.120302,11.790876,-2.64877,0.674227,0.889671,8.68795,0.91784,0.236116,3.021995,-6.19841,9.220405,,,,not dated,2019
write_in_5pct,baseline_pres_incumbent,fold,2014,95,False,15.487547,11.666669,-4.621891,0.709225,0.884211,8.474711,0.894737,0.284454,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,fold,2015,3,True,31.285948,22.420335,-20.009157,0.237746,0.666667,18.368109,1.0,0.378143,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,fold,2016,62,False,13.625514,10.555916,0.28445,0.792725,0.935484,7.640819,0.967742,0.156655,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,fold,2017,5,True,31.095233,19.591651,-17.117567,0.130513,0.8,16.669333,0.6,0.383308,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,fold,2018,73,False,18.572027,13.967837,-11.265995,0.578621,0.808219,10.300833,0.917808,0.249796,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,fold,2020,55,False,12.837689,9.977144,-2.769982,0.729891,0.963636,7.197491,0.927273,0.227366,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,fold,2021,2,True,20.431803,18.470303,-8.735358,-0.107143,0.5,12.549145,1.0,0.080453,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,fold,2022,75,False,13.852751,9.415832,-1.284453,0.721001,0.893333,7.474578,0.946667,0.212796,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,fold,2023,1,True,10.884166,10.884166,10.884166,,1.0,6.523681,0.0,0.797397,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,fold,2024,55,False,18.607982,14.04521,9.388546,0.590893,0.909091,9.886346,0.890909,0.23892,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,office,State Representative,325,False,16.666855,12.172408,-2.648868,0.680976,0.873846,9.01109,0.92,0.233329,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,office,State Senate,101,False,14.219739,10.563176,-2.648457,0.636428,0.940594,7.648141,0.910891,0.245085,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,is_special,False,402,False,15.530226,11.482361,-2.133139,0.695865,0.900498,8.422074,0.922886,0.228459,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,is_special,True,24,False,23.930949,16.958506,-11.285596,0.332194,0.708333,13.141366,0.833333,0.36438,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,pres_elec,False,262,False,16.87139,12.120283,-6.19841,0.640496,0.854962,9.092385,0.912214,0.258727,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,pres_elec,True,164,False,14.841735,11.264629,3.021995,0.725648,0.945122,8.041839,0.926829,0.199995,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,redistricting_cycle,2011,295,False,16.171445,11.977475,-5.285751,0.678838,0.884746,8.780341,0.918644,0.23962,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,redistricting_cycle,2021,131,False,16.004533,11.370673,3.289467,0.662727,0.900763,8.479893,0.916031,0.228227,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,no_dem_candidate,False,415,False,15.64193,11.395303,-3.033626,0.67088,0.903614,8.401358,0.920482,0.232737,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,no_dem_candidate,True,11,False,28.86343,26.714783,11.87078,0.063827,0.363636,19.500261,0.818182,0.36361,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,admitted_by_write_in,False,424,False,15.594558,11.579724,-2.776444,0.68393,0.893868,8.502221,0.919811,0.235229,,,,,,,,2019
write_in_5pct,baseline_pres_incumbent,admitted_by_write_in,True,2,True,61.60135,56.555182,24.417979,0.428168,0.0,48.062453,0.5,0.424212,,,,,,,,2019
write_in_5pct,baseline_year,pooled,all,426,False,15.375425,11.277863,-1.725618,0.703638,0.915493,8.290536,0.92723,0.221087,-1.849171,-1.64828,-0.200891,,,,not dated,2019
write_in_5pct,baseline_year,fold,2014,95,False,14.612571,10.807579,-0.219794,0.741152,0.926316,7.934218,0.926316,0.258066,,,,,,,,2019
write_in_5pct,baseline_year,fold,2015,3,True,29.452477,21.310109,-16.999097,0.32447,0.666667,17.022584,0.666667,0.402952,,,,,,,,2019
write_in_5pct,baseline_year,fold,2016,62,False,15.019489,11.469044,-5.928938,0.748145,0.919355,8.309219,0.967742,0.173433,,,,,,,,2019
write_in_5pct,baseline_year,fold,2017,5,True,28.50744,18.710536,-12.362723,0.269211,0.8,15.227795,0.8,0.353072,,,,,,,,2019
write_in_5pct,baseline_year,fold,2018,73,False,15.873013,11.715065,-5.85614,0.692197,0.890411,8.700523,0.945205,0.201899,,,,,,,,2019
write_in_5pct,baseline_year,fold,2020,55,False,13.103591,10.227308,-6.118643,0.718586,0.927273,7.388339,0.927273,0.244447,,,,,,,,2019
write_in_5pct,baseline_year,fold,2021,2,True,19.47835,18.724897,-5.365103,-0.006224,1.0,12.039035,1.0,0.05771,,,,,,,,2019
write_in_5pct,baseline_year,fold,2022,75,False,14.069375,10.480602,2.844291,0.712207,0.906667,7.716356,0.933333,0.188892,,,,,,,,2019
write_in_5pct,baseline_year,fold,2023,1,True,13.215778,13.215778,13.215778,,1.0,7.838279,0.0,0.924449,,,,,,,,2019
write_in_5pct,baseline_year,fold,2024,55,False,17.138536,11.903155,5.716151,0.652955,0.945455,8.790894,0.890909,0.228179,,,,,,,,2019
write_in_5pct,baseline_year,office,State Representative,325,False,15.877466,11.744861,-1.8115,0.71048,0.904615,8.586599,0.929231,0.217385,,,,,,,,2019
write_in_5pct,baseline_year,office,State Senate,101,False,13.635078,9.775146,-1.449265,0.665711,0.950495,7.337856,0.920792,0.233002,,,,,,,,2019
write_in_5pct,baseline_year,is_special,False,402,False,14.856705,10.978988,-1.373902,0.721673,0.922886,8.057606,0.932836,0.214523,,,,,,,,2019
write_in_5pct,baseline_year,is_special,True,24,False,22.340044,16.284024,-7.616871,0.418033,0.791667,12.192098,0.833333,0.331042,,,,,,,,2019
write_in_5pct,baseline_year,pres_elec,False,262,False,15.622751,11.409894,-1.64828,0.69174,0.900763,8.435919,0.927481,0.227515,,,,,,,,2019
write_in_5pct,baseline_year,pres_elec,True,164,False,14.971831,11.066935,-1.849171,0.720818,0.939024,8.058277,0.926829,0.210818,,,,,,,,2019
write_in_5pct,baseline_year,redistricting_cycle,2011,295,False,15.352596,11.357407,-4.325557,0.710539,0.911864,8.344759,0.935593,0.225566,,,,,,,,2019
write_in_5pct,baseline_year,redistricting_cycle,2021,131,False,15.42671,11.098736,4.129205,0.686641,0.923664,8.168429,0.908397,0.211002,,,,,,,,2019
write_in_5pct,baseline_year,no_dem_candidate,False,415,False,14.859263,10.901631,-2.036909,0.702992,0.927711,8.010381,0.93012,0.217286,,,,,,,,2019
write_in_5pct,baseline_year,no_dem_candidate,True,11,False,28.725865,25.472072,10.018529,0.07273,0.454545,18.859993,0.818182,0.364491,,,,,,,,2019
write_in_5pct,baseline_year,admitted_by_write_in,False,424,False,14.871354,11.079969,-1.852631,0.712566,0.919811,8.119101,0.929245,0.220435,,,,,,,,2019
write_in_5pct,baseline_year,admitted_by_write_in,True,2,True,58.895394,53.231276,25.201164,0.477302,0.0,44.634655,0.5,0.359358,,,,,,,,2019
write_in_5pct,baseline_year_pres,pooled,all,266,False,16.071654,11.703236,-1.18853,0.65853,0.906015,8.615247,0.917293,0.221961,3.710043,-4.383251,8.093294,"2017,2018","2014,2015,2016",,not dated,2019
write_in_5pct,baseline_year_pres,fold,2017,5,True,30.47511,19.349683,-16.280452,0.164847,0.8,16.27499,0.8,0.380681,,,,2017,,,,2019
write_in_5pct,baseline_year_pres,fold,2018,73,False,17.554554,13.061597,-9.65019,0.623527,0.835616,9.669969,0.931507,0.225725,,,,2018,,,,2019
write_in_5pct,baseline_year_pres,fold,2020,55,False,12.486614,9.690804,-2.202359,0.744462,0.963636,7.074363,0.927273,0.229083,,,,,,,,2019
write_in_5pct,baseline_year_pres,fold,2021,2,True,19.331945,18.448225,-5.778157,0.008845,1.0,11.837112,1.0,0.061172,,,,,,,,2019
write_in_5pct,baseline_year_pres,fold,2022,75,False,13.943482,10.289356,2.376005,0.717335,0.906667,7.648747,0.933333,0.188428,,,,,,,,2019
write_in_5pct,baseline_year_pres,fold,2023,1,True,12.34117,12.34117,12.34117,,1.0,7.365669,0.0,0.885822,,,,,,,,2019
write_in_5pct,baseline_year_pres,fold,2024,55,False,17.843314,12.88877,7.488394,0.623825,0.945455,9.283403,0.890909,0.234916,,,,,,,,2019
write_in_5pct,baseline_year_pres,office,State Representative,203,False,16.3496,11.910669,-1.272705,0.679775,0.896552,8.806419,0.921182,0.214728,,,,,,,,2019
write_in_5pct,baseline_year_pres,office,State Senate,63,False,15.141383,11.034843,-0.9173,0.540369,0.936508,7.99925,0.904762,0.245266,,,,,,,,2019
write_in_5pct,baseline_year_pres,is_special,False,252,False,15.463743,11.377208,-0.547241,0.681562,0.912698,8.346547,0.920635,0.215835,,,,,,,,2019
write_in_5pct,baseline_year_pres,is_special,True,14,False,24.563606,17.571739,-12.73173,0.178391,0.785714,13.451857,0.857143,0.332226,,,,,,,,2019
write_in_5pct,baseline_year_pres,pres_elec,False,161,False,16.815248,12.236067,-4.383251,0.632453,0.863354,9.094848,0.925466,0.216173,,,,,,,,2019
write_in_5pct,baseline_year_pres,pres_elec,True,105,False,14.859379,10.886229,3.710043,0.695621,0.971429,7.879859,0.904762,0.230834,,,,,,,,2019
write_in_5pct,baseline_year_pres,redistricting_cycle,2011,135,False,16.434453,12.001005,-6.80409,0.639925,0.888889,8.889236,0.925926,0.230394,,,,,,,,2019
write_in_5pct,baseline_year_pres,redistricting_cycle,2021,131,False,15.689002,11.396375,4.598498,0.675895,0.923664,8.332892,0.908397,0.213269,,,,,,,,2019
write_in_5pct,baseline_year_pres,no_dem_candidate,False,256,False,15.313851,11.110848,-1.629037,0.65394,0.925781,8.180978,0.921875,0.215348,,,,,,,,2019
write_in_5pct,baseline_year_pres,no_dem_candidate,True,10,False,29.447743,26.868368,10.088451,0.096588,0.4,19.732546,0.8,0.391243,,,,,,,,2019
write_in_5pct,baseline_year_pres,admitted_by_write_in,False,264,False,15.25351,11.379945,-1.395712,0.672674,0.912879,8.33348,0.920455,0.220458,,,,,,,,2019
write_in_5pct,baseline_year_pres,admitted_by_write_in,True,2,True,60.342847,54.377726,26.15955,0.451294,0.0,45.808464,0.5,0.420275,,,,,,,,2019
write_in_5pct,baseline_national_env,pooled,all,426,False,15.472382,11.595114,-0.202461,0.699888,0.913146,8.792691,0.91784,0.234181,3.152397,-2.302448,5.454845,,,,not dated,2019
write_in_5pct,baseline_national_env,fold,2014,95,False,15.383976,11.59562,-4.704353,0.713101,0.884211,8.39321,0.894737,0.274719,,,,,,,,2019
write_in_5pct,baseline_national_env,fold,2015,3,True,31.28111,22.466055,-19.924437,0.237982,0.666667,18.344421,0.666667,0.384998,,,,,,,,2019
write_in_5pct,baseline_national_env,fold,2016,62,False,13.709598,10.612655,0.393208,0.790159,0.935484,7.683054,0.967742,0.161527,,,,,,,,2019
write_in_5pct,baseline_national_env,fold,2017,5,True,25.829108,20.880707,-1.325484,0.400079,1.0,47.776674,0.8,0.615903,,,,,,,,2019
write_in_5pct,baseline_national_env,fold,2018,73,False,15.553454,12.536214,5.002352,0.704466,0.931507,8.777529,0.931507,0.213636,,,,,,,,2019
write_in_5pct,baseline_national_env,fold,2020,55,False,11.541033,9.155135,-1.986023,0.781699,0.981818,6.601258,0.927273,0.209575,,,,,,,,2019
write_in_5pct,baseline_national_env,fold,2021,2,True,22.465403,18.49064,-12.75894,-0.338501,0.5,13.792095,1.0,0.121376,,,,,,,,2019
write_in_5pct,baseline_national_env,fold,2022,75,False,14.566049,10.175291,-4.918144,0.691529,0.893333,7.870218,0.92,0.239135,,,,,,,,2019
write_in_5pct,baseline_national_env,fold,2023,1,True,7.715748,7.715748,7.715748,,1.0,4.99495,1.0,0.634878,,,,,,,,2019
write_in_5pct,baseline_national_env,fold,2024,55,False,18.881259,14.211424,9.698355,0.578788,0.890909,10.025291,0.890909,0.245068,,,,,,,,2019
write_in_5pct,baseline_national_env,office,State Representative,325,False,16.21976,12.169954,-0.158822,0.697862,0.901538,9.056864,0.916923,0.234879,,,,,,,,2019
write_in_5pct,baseline_national_env,office,State Senate,101,False,12.774086,9.745379,-0.342885,0.706596,0.950495,7.942627,0.920792,0.231934,,,,,,,,2019
write_in_5pct,baseline_national_env,is_special,False,402,False,15.044433,11.321665,0.143521,0.714595,0.920398,8.195931,0.920398,0.226879,,,,,,,,2019
write_in_5pct,baseline_national_env,is_special,True,24,False,21.404297,16.175373,-5.997667,0.465765,0.791667,18.788423,0.875,0.356495,,,,,,,,2019
write_in_5pct,baseline_national_env,pres_elec,False,262,False,15.787541,11.785713,-2.302448,0.685203,0.896947,9.247437,0.912214,0.253341,,,,,,,,2019
write_in_5pct,baseline_national_env,pres_elec,True,164,False,14.955123,11.290619,3.152397,0.721441,0.939024,8.066205,0.926829,0.203572,,,,,,,,2019
write_in_5pct,baseline_national_env,redistricting_cycle,2011,295,False,15.003077,11.481449,-0.876315,0.723569,0.922034,8.810284,0.922034,0.229533,,,,,,,,2019
write_in_5pct,baseline_national_env,redistricting_cycle,2021,131,False,16.480355,11.851075,1.314996,0.642375,0.89313,8.753071,0.908397,0.244647,,,,,,,,2019
write_in_5pct,baseline_national_env,no_dem_candidate,False,415,False,14.914877,11.193294,-0.487354,0.700765,0.922892,8.501214,0.920482,0.229384,,,,,,,,2019
write_in_5pct,baseline_national_env,no_dem_candidate,True,11,False,29.640088,26.754658,10.545764,0.012768,0.545455,19.789295,0.818182,0.41516,,,,,,,,2019
write_in_5pct,baseline_national_env,admitted_by_write_in,False,424,False,14.880176,11.370967,-0.3146,0.712224,0.917453,8.593768,0.919811,0.232964,,,,,,,,2019
write_in_5pct,baseline_national_env,admitted_by_write_in,True,2,True,63.640319,59.114246,23.571089,0.389687,0.0,50.964402,0.5,0.492272,,,,,,,,2019
write_in_5pct,baseline_money_share,pooled,all,411,False,14.515222,11.050507,-2.31684,0.729768,0.873479,7.917487,0.895377,0.228416,4.233849,-6.578734,10.812583,,,2023,election-14d,2019
write_in_5pct,baseline_money_share,fold,2014,89,False,13.93421,11.011998,-6.899505,0.754249,0.831461,7.874888,0.842697,0.308102,,,,,,,,2019
write_in_5pct,baseline_money_share,fold,2015,3,True,26.851946,23.335478,-23.335478,0.438496,0.333333,17.939231,0.666667,0.480028,,,,,,,,2019
write_in_5pct,baseline_money_share,fold,2016,62,False,11.140615,8.770865,1.493803,0.861433,0.919355,6.302601,0.967742,0.130543,,,,,,,,2019
write_in_5pct,baseline_money_share,fold,2017,5,True,23.891252,16.120985,-12.61769,0.486721,0.8,12.881988,0.6,0.429153,,,,,,,,2019
write_in_5pct,baseline_money_share,fold,2018,71,False,16.300388,13.239552,-11.470169,0.680959,0.84507,9.29065,0.887324,0.250541,,,,,,,,2019
write_in_5pct,baseline_money_share,fold,2020,55,False,12.289702,9.634478,-1.645364,0.752458,0.927273,6.862402,0.872727,0.242067,,,,,,,,2019
write_in_5pct,baseline_money_share,fold,2021,2,True,14.276426,14.226594,-1.191795,0.459458,1.0,8.756383,1.0,0.019612,,,,,,,,2019
write_in_5pct,baseline_money_share,fold,2022,71,False,11.919559,8.912453,0.299792,0.780624,0.915493,6.523623,0.957746,0.147975,,,,,,,,2019
write_in_5pct,baseline_money_share,fold,2024,53,False,18.901352,13.889508,11.099796,0.550226,0.849057,9.933493,0.886792,0.24775,,,,,,,,2019
write_in_5pct,baseline_money_share,office,State Representative,314,False,15.092323,11.444156,-2.670555,0.733451,0.853503,8.25246,0.89172,0.241682,,,,,,,,2019
write_in_5pct,baseline_money_share,office,State Senate,97,False,12.465172,9.776222,-1.171826,0.707625,0.938144,6.833141,0.907216,0.185471,,,,,,,,2019
write_in_5pct,baseline_money_share,is_special,False,389,False,14.190221,10.812385,-1.76793,0.741795,0.879177,7.739756,0.904884,0.21979,,,,,,,,2019
write_in_5pct,baseline_money_share,is_special,True,22,False,19.381708,15.260949,-12.022573,0.462753,0.772727,11.060094,0.727273,0.380936,,,,,,,,2019
write_in_5pct,baseline_money_share,pres_elec,False,249,False,14.674515,11.368412,-6.578734,0.720841,0.851406,8.153362,0.883534,0.245958,,,,,,,,2019
write_in_5pct,baseline_money_share,pres_elec,True,162,False,14.266915,10.561876,4.233849,0.741079,0.907407,7.55494,0.91358,0.201453,,,,,,,,2019
write_in_5pct,baseline_money_share,redistricting_cycle,2011,287,False,14.163314,11.055158,-5.441797,0.751263,0.867596,7.890017,0.881533,0.244745,,,,,,,,2019
write_in_5pct,baseline_money_share,redistricting_cycle,2021,124,False,15.2987,11.039742,4.915923,0.673853,0.887097,7.981067,0.927419,0.190621,,,,,,,,2019
write_in_5pct,baseline_money_share,no_dem_candidate,False,400,False,14.234056,10.788987,-2.74404,0.719916,0.8825,7.730793,0.8925,0.231117,,,,,,,,2019
write_in_5pct,baseline_money_share,no_dem_candidate,True,11,False,22.463972,20.560356,13.217711,0.432935,0.545455,14.706389,1.0,0.130183,,,,,,,,2019
write_in_5pct,baseline_money_share,admitted_by_write_in,False,409,False,13.759594,10.794441,-2.443708,0.747668,0.877751,7.680928,0.897311,0.226018,,,,,,,,2019
write_in_5pct,baseline_money_share,admitted_by_write_in,True,2,True,67.674831,63.416183,23.627747,0.309852,0.0,56.293925,0.5,0.718718,,,,,,,,2019
write_in_5pct,baseline_money_logratio,pooled,all,411,False,14.450694,10.65311,-2.169907,0.732165,0.890511,7.78777,0.917275,0.21253,4.077526,-6.234502,10.312028,,,2023,election-14d,2019
write_in_5pct,baseline_money_logratio,fold,2014,89,False,14.179887,10.665728,-4.446044,0.745506,0.876404,7.825203,0.876404,0.275067,,,,,,,,2019
write_in_5pct,baseline_money_logratio,fold,2015,3,True,21.691506,16.909064,-16.909064,0.633579,0.666667,13.269926,1.0,0.372764,,,,,,,,2019
write_in_5pct,baseline_money_logratio,fold,2016,62,False,11.361131,8.933564,1.043043,0.855894,0.951613,6.41425,0.967742,0.134679,,,,,,,,2019
write_in_5pct,baseline_money_logratio,fold,2017,5,True,26.559257,17.419504,-15.49333,0.365682,0.6,14.622386,0.6,0.387035,,,,,,,,2019
write_in_5pct,baseline_money_logratio,fold,2018,71,False,16.546302,13.269516,-11.653321,0.67126,0.84507,9.35492,0.929577,0.230134,,,,,,,,2019
write_in_5pct,baseline_money_logratio,fold,2020,55,False,11.482436,8.615332,-2.251931,0.783911,0.927273,6.376098,0.909091,0.220241,,,,,,,,2019
write_in_5pct,baseline_money_logratio,fold,2021,2,True,15.306775,14.358885,-5.302806,0.378619,1.0,9.278456,1.0,0.0395,,,,,,,,2019
write_in_5pct,baseline_money_logratio,fold,2022,71,False,12.403885,8.745384,-1.084622,0.762434,0.901408,6.678039,0.943662,0.150442,,,,,,,,2019
write_in_5pct,baseline_money_logratio,fold,2024,53,False,17.86077,12.676486,11.438626,0.598386,0.886792,9.172503,0.90566,0.231174,,,,,,,,2019
write_in_5pct,baseline_money_logratio,office,State Representative,314,False,14.846847,10.910079,-2.466703,0.742051,0.882166,7.998067,0.920382,0.221145,,,,,,,,2019
write_in_5pct,baseline_money_logratio,office,State Senate,97,False,13.086314,9.821271,-1.209145,0.677761,0.917526,7.107014,0.907216,0.184643,,,,,,,,2019
write_in_5pct,baseline_money_logratio,is_special,False,389,False,14.044426,10.390735,-1.542972,0.747074,0.899743,7.578668,0.92545,0.204101,,,,,,,,2019
write_in_5pct,baseline_money_logratio,is_special,True,22,False,20.335158,15.292374,-13.255255,0.408595,0.727273,11.485062,0.772727,0.361567,,,,,,,,2019
write_in_5pct,baseline_money_logratio,pres_elec,False,249,False,15.0641,11.243129,-6.234502,0.705822,0.863454,8.246748,0.907631,0.228847,,,,,,,,2019
write_in_5pct,baseline_money_logratio,pres_elec,True,162,False,13.453445,9.746228,4.077526,0.769763,0.932099,7.082303,0.932099,0.18745,,,,,,,,2019
write_in_5pct,baseline_money_logratio,redistricting_cycle,2011,287,False,14.215231,10.751401,-4.951466,0.749436,0.888502,7.806585,0.912892,0.224447,,,,,,,,2019
write_in_5pct,baseline_money_logratio,redistricting_cycle,2021,124,False,14.981488,10.425613,4.268057,0.687238,0.895161,7.744221,0.927419,0.184948,,,,,,,,2019
write_in_5pct,baseline_money_logratio,no_dem_candidate,False,400,False,14.127517,10.368638,-2.622967,0.724093,0.9,7.581688,0.9175,0.213741,,,,,,,,2019
write_in_5pct,baseline_money_logratio,no_dem_candidate,True,11,False,23.338176,20.99754,14.304996,0.38794,0.545455,15.281641,0.909091,0.16851,,,,,,,,2019
write_in_5pct,baseline_money_logratio,admitted_by_write_in,False,409,False,13.724283,10.399441,-2.288148,0.748961,0.894866,7.556591,0.919315,0.21069,,,,,,,,2019
write_in_5pct,baseline_money_logratio,admitted_by_write_in,True,2,True,66.289096,62.528302,22.010354,0.337826,0.0,55.063712,0.5,0.58875,,,,,,,,2019
write_in_5pct,baseline_money_diff,pooled,all,411,False,15.944604,11.75085,-2.672417,0.673926,0.890511,8.600251,0.909976,0.224134,3.197531,-6.491419,9.68895,,,2023,election-14d,2019
write_in_5pct,baseline_money_diff,fold,2014,89,False,15.210023,11.349144,-5.197918,0.707187,0.898876,8.270741,0.88764,0.276283,,,,,,,,2019
